index,name,prompt,negative_prompt,category,weight,favorite
11,Lip Stud,"Add lip stud to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
12,Labret Stud,"Add labret stud to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
13,Navel Jewel Over Styled Midriff,"Add navel jewel over styled midriff to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
14,Dermal-Style Collarbone Jewel,"Add dermal-style collarbone jewel to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
15,Delicate Shoulder Chain,"Add delicate shoulder chain to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
16,Upper-Arm Chain,"Add upper-arm chain to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
17,Waist Chain Over Dress,"Add waist chain over dress to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
18,Hip Chain Over Skirt,"Add hip chain over skirt to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
19,Back Necklace Over Gown,"Add back necklace over gown to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
20,Hand Chain Bracelet,"Add hand chain bracelet to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
21,Finger-To-Wrist Chain,"Add finger-to-wrist chain to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
22,Ankle Chain,"Add ankle chain to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
23,Toe Ring,"Add toe ring to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
24,Layered Ear Chain,"Add layered ear chain to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
25,Nose-To-Ear Fashion Chain,"Add nose-to-ear fashion chain to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
26,Crystal Face Jewels,"Add crystal face jewels to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
27,Pearl Face Jewels,"Add pearl face jewels to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
28,Temple Jewel Accents,"Add temple jewel accents to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
29,Forehead Chain,"Add forehead chain to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
30,Hairline Jewel Chain,"Add hairline jewel chain to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
