name,category,prompt,negative_prompt
none,Control,,
random,Control,,
Highway Rolling — Natural Body Language 027,Highway Rolling,"the selected car captured in a highway rolling shot, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Circuit Racing — Natural Body Language 028,Circuit Racing,"the selected car racing through a circuit corner, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Rally Driving — Natural Body Language 029,Rally Driving,"the selected car charging through a rally stage, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Drifting — Natural Body Language 030,Drifting,"the selected car holding a controlled drift, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Burnout — Natural Body Language 031,Burnout,"the selected car performing a tyre burnout, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Drag Launch — Natural Body Language 032,Drag Launch,"the selected car launching from a drag strip, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Pit Lane — Natural Body Language 033,Pit Lane,"the selected car waiting in pit lane, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Petrol Station — Natural Body Language 034,Petrol Station,"the selected car stopped beside petrol pumps, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Car Meet — Natural Body Language 035,Car Meet,"the selected car displayed at a car meet, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Doors — Natural Body Language 036,Doors,"the selected character opening or closing the selected car's door, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Entering And Exiting — Natural Body Language 037,Entering And Exiting,"the selected character entering or exiting the vehicle, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Bonnet Interaction — Natural Body Language 038,Bonnet Interaction,"the selected character sitting on the bonnet (hood), natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Beside Vehicle — Natural Body Language 039,Beside Vehicle,"the selected character leaning against or standing beside the car, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Under Bonnet — Natural Body Language 040,Under Bonnet,"the selected character working under the open bonnet (hood), natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Washing And Detailing — Natural Body Language 041,Washing And Detailing,"the selected character washing and detailing the selected car, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Refuelling — Natural Body Language 042,Refuelling,"the selected character refuelling the selected car, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Cockpit Driving — Natural Body Language 043,Cockpit Driving,"the selected character driving from inside the cockpit, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Loading Luggage — Natural Body Language 044,Loading Luggage,"the selected character loading luggage into the selected car, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Roadside Breakdown — Natural Body Language 045,Roadside Breakdown,"the selected character inspecting the selected car during a roadside breakdown, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Police Pursuit — Natural Body Language 046,Police Pursuit,"the selected car involved in a police pursuit, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Cinematic Arrival — Natural Body Language 047,Cinematic Arrival,"the selected car making a cinematic arrival, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Cinematic Departure — Natural Body Language 048,Cinematic Departure,"the selected car making a cinematic departure, natural body language; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Parked Display — Cinematic Wide Staging 049,Parked Display,"the selected car parked for a static display, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Street Driving — Cinematic Wide Staging 050,Street Driving,"the selected car driving through a street, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Highway Rolling — Cinematic Wide Staging 051,Highway Rolling,"the selected car captured in a highway rolling shot, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Circuit Racing — Cinematic Wide Staging 052,Circuit Racing,"the selected car racing through a circuit corner, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Rally Driving — Cinematic Wide Staging 053,Rally Driving,"the selected car charging through a rally stage, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Drifting — Cinematic Wide Staging 054,Drifting,"the selected car holding a controlled drift, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Burnout — Cinematic Wide Staging 055,Burnout,"the selected car performing a tyre burnout, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Drag Launch — Cinematic Wide Staging 056,Drag Launch,"the selected car launching from a drag strip, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Pit Lane — Cinematic Wide Staging 057,Pit Lane,"the selected car waiting in pit lane, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Petrol Station — Cinematic Wide Staging 058,Petrol Station,"the selected car stopped beside petrol pumps, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Car Meet — Cinematic Wide Staging 059,Car Meet,"the selected car displayed at a car meet, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Doors — Cinematic Wide Staging 060,Doors,"the selected character opening or closing the selected car's door, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Entering And Exiting — Cinematic Wide Staging 061,Entering And Exiting,"the selected character entering or exiting the vehicle, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Bonnet Interaction — Cinematic Wide Staging 062,Bonnet Interaction,"the selected character sitting on the bonnet (hood), cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Beside Vehicle — Cinematic Wide Staging 063,Beside Vehicle,"the selected character leaning against or standing beside the car, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Under Bonnet — Cinematic Wide Staging 064,Under Bonnet,"the selected character working under the open bonnet (hood), cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Washing And Detailing — Cinematic Wide Staging 065,Washing And Detailing,"the selected character washing and detailing the selected car, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Refuelling — Cinematic Wide Staging 066,Refuelling,"the selected character refuelling the selected car, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Cockpit Driving — Cinematic Wide Staging 067,Cockpit Driving,"the selected character driving from inside the cockpit, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Loading Luggage — Cinematic Wide Staging 068,Loading Luggage,"the selected character loading luggage into the selected car, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Roadside Breakdown — Cinematic Wide Staging 069,Roadside Breakdown,"the selected character inspecting the selected car during a roadside breakdown, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Police Pursuit — Cinematic Wide Staging 070,Police Pursuit,"the selected car involved in a police pursuit, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Cinematic Arrival — Cinematic Wide Staging 071,Cinematic Arrival,"the selected car making a cinematic arrival, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Cinematic Departure — Cinematic Wide Staging 072,Cinematic Departure,"the selected car making a cinematic departure, cinematic wide staging; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Parked Display — Candid Observational Timing 073,Parked Display,"the selected car parked for a static display, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Street Driving — Candid Observational Timing 074,Street Driving,"the selected car driving through a street, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Highway Rolling — Candid Observational Timing 075,Highway Rolling,"the selected car captured in a highway rolling shot, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Circuit Racing — Candid Observational Timing 076,Circuit Racing,"the selected car racing through a circuit corner, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Rally Driving — Candid Observational Timing 077,Rally Driving,"the selected car charging through a rally stage, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Drifting — Candid Observational Timing 078,Drifting,"the selected car holding a controlled drift, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Burnout — Candid Observational Timing 079,Burnout,"the selected car performing a tyre burnout, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Drag Launch — Candid Observational Timing 080,Drag Launch,"the selected car launching from a drag strip, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Pit Lane — Candid Observational Timing 081,Pit Lane,"the selected car waiting in pit lane, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Petrol Station — Candid Observational Timing 082,Petrol Station,"the selected car stopped beside petrol pumps, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Car Meet — Candid Observational Timing 083,Car Meet,"the selected car displayed at a car meet, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Doors — Candid Observational Timing 084,Doors,"the selected character opening or closing the selected car's door, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Entering And Exiting — Candid Observational Timing 085,Entering And Exiting,"the selected character entering or exiting the vehicle, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Bonnet Interaction — Candid Observational Timing 086,Bonnet Interaction,"the selected character sitting on the bonnet (hood), candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Beside Vehicle — Candid Observational Timing 087,Beside Vehicle,"the selected character leaning against or standing beside the car, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Under Bonnet — Candid Observational Timing 088,Under Bonnet,"the selected character working under the open bonnet (hood), candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Washing And Detailing — Candid Observational Timing 089,Washing And Detailing,"the selected character washing and detailing the selected car, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Refuelling — Candid Observational Timing 090,Refuelling,"the selected character refuelling the selected car, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Cockpit Driving — Candid Observational Timing 091,Cockpit Driving,"the selected character driving from inside the cockpit, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Loading Luggage — Candid Observational Timing 092,Loading Luggage,"the selected character loading luggage into the selected car, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Roadside Breakdown — Candid Observational Timing 093,Roadside Breakdown,"the selected character inspecting the selected car during a roadside breakdown, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Police Pursuit — Candid Observational Timing 094,Police Pursuit,"the selected car involved in a police pursuit, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Cinematic Arrival — Candid Observational Timing 095,Cinematic Arrival,"the selected car making a cinematic arrival, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Cinematic Departure — Candid Observational Timing 096,Cinematic Departure,"the selected car making a cinematic departure, candid observational timing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Parked Display — Balanced Spatial Composition 097,Parked Display,"the selected car parked for a static display, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Street Driving — Balanced Spatial Composition 098,Street Driving,"the selected car driving through a street, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Highway Rolling — Balanced Spatial Composition 099,Highway Rolling,"the selected car captured in a highway rolling shot, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Circuit Racing — Balanced Spatial Composition 100,Circuit Racing,"the selected car racing through a circuit corner, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Rally Driving — Balanced Spatial Composition 101,Rally Driving,"the selected car charging through a rally stage, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Drifting — Balanced Spatial Composition 102,Drifting,"the selected car holding a controlled drift, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Burnout — Balanced Spatial Composition 103,Burnout,"the selected car performing a tyre burnout, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Drag Launch — Balanced Spatial Composition 104,Drag Launch,"the selected car launching from a drag strip, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Pit Lane — Balanced Spatial Composition 105,Pit Lane,"the selected car waiting in pit lane, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Petrol Station — Balanced Spatial Composition 106,Petrol Station,"the selected car stopped beside petrol pumps, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Car Meet — Balanced Spatial Composition 107,Car Meet,"the selected car displayed at a car meet, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Doors — Balanced Spatial Composition 108,Doors,"the selected character opening or closing the selected car's door, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Entering And Exiting — Balanced Spatial Composition 109,Entering And Exiting,"the selected character entering or exiting the vehicle, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Bonnet Interaction — Balanced Spatial Composition 110,Bonnet Interaction,"the selected character sitting on the bonnet (hood), balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Beside Vehicle — Balanced Spatial Composition 111,Beside Vehicle,"the selected character leaning against or standing beside the car, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Under Bonnet — Balanced Spatial Composition 112,Under Bonnet,"the selected character working under the open bonnet (hood), balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Washing And Detailing — Balanced Spatial Composition 113,Washing And Detailing,"the selected character washing and detailing the selected car, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Refuelling — Balanced Spatial Composition 114,Refuelling,"the selected character refuelling the selected car, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Cockpit Driving — Balanced Spatial Composition 115,Cockpit Driving,"the selected character driving from inside the cockpit, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Loading Luggage — Balanced Spatial Composition 116,Loading Luggage,"the selected character loading luggage into the selected car, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Roadside Breakdown — Balanced Spatial Composition 117,Roadside Breakdown,"the selected character inspecting the selected car during a roadside breakdown, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Police Pursuit — Balanced Spatial Composition 118,Police Pursuit,"the selected car involved in a police pursuit, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Cinematic Arrival — Balanced Spatial Composition 119,Cinematic Arrival,"the selected car making a cinematic arrival, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Cinematic Departure — Balanced Spatial Composition 120,Cinematic Departure,"the selected car making a cinematic departure, balanced spatial composition; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Parked Display — Dynamic Low-Angle Framing 121,Parked Display,"the selected car parked for a static display, dynamic low-angle framing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Street Driving — Dynamic Low-Angle Framing 122,Street Driving,"the selected car driving through a street, dynamic low-angle framing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Highway Rolling — Dynamic Low-Angle Framing 123,Highway Rolling,"the selected car captured in a highway rolling shot, dynamic low-angle framing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Circuit Racing — Dynamic Low-Angle Framing 124,Circuit Racing,"the selected car racing through a circuit corner, dynamic low-angle framing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Rally Driving — Dynamic Low-Angle Framing 125,Rally Driving,"the selected car charging through a rally stage, dynamic low-angle framing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Drifting — Dynamic Low-Angle Framing 126,Drifting,"the selected car holding a controlled drift, dynamic low-angle framing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Burnout — Dynamic Low-Angle Framing 127,Burnout,"the selected car performing a tyre burnout, dynamic low-angle framing; keep the selected character and selected car visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
