name,category,prompt,negative_prompt
none,Control,,
random,Control,,
Escape — Clear Readable Interaction 011,Escape,"the selected subject breaking free from containment, clear readable interaction; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Investigation — Clear Readable Interaction 012,Investigation,"the selected character investigating traces left by the selected subject, clear readable interaction; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Guarding — Clear Readable Interaction 013,Guarding,"the selected subject guarding the selected character or an ancient object, clear readable interaction; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Companionship — Clear Readable Interaction 014,Companionship,"the selected character offering a cautious hand to the selected subject, clear readable interaction; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Revelation — Clear Readable Interaction 015,Revelation,"the selected subject emerging from concealment, clear readable interaction; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Cosmic Encounter — Clear Readable Interaction 016,Cosmic Encounter,"the selected character witnessing the selected subject as a cosmic manifestation, clear readable interaction; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Gothic Suspense — Clear Readable Interaction 017,Gothic Suspense,"the selected subject crossing a shadowed threshold near the selected character, clear readable interaction; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Enchanted Travel — Clear Readable Interaction 018,Enchanted Travel,"the selected character riding the selected subject when anatomically suitable, clear readable interaction; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Magic — Natural Body Language 019,Magic,"the selected subject revealing a magical ability, natural body language; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Quest — Natural Body Language 020,Quest,"the selected character and subject travelling together on a quest, natural body language; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Combat — Natural Body Language 021,Combat,"the selected character confronting the selected subject, natural body language; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Ritual — Natural Body Language 022,Ritual,"the selected character performing a ritual with the selected subject nearby, natural body language; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Exploration — Natural Body Language 023,Exploration,"the selected character cautiously approaching and studying the selected subject, natural body language; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Flight — Natural Body Language 024,Flight,"the selected subject circling overhead, natural body language; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Pursuit — Natural Body Language 025,Pursuit,"the selected character escaping from the selected subject, natural body language; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Summoning — Natural Body Language 026,Summoning,"the selected character summoning the selected subject, natural body language; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Transformation — Natural Body Language 027,Transformation,"the selected subject transforming, natural body language; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Haunting — Natural Body Language 028,Haunting,"the selected subject haunting the selected character from a distance, natural body language; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Escape — Natural Body Language 029,Escape,"the selected subject breaking free from containment, natural body language; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Investigation — Natural Body Language 030,Investigation,"the selected character investigating traces left by the selected subject, natural body language; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Guarding — Natural Body Language 031,Guarding,"the selected subject guarding the selected character or an ancient object, natural body language; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Companionship — Natural Body Language 032,Companionship,"the selected character offering a cautious hand to the selected subject, natural body language; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Revelation — Natural Body Language 033,Revelation,"the selected subject emerging from concealment, natural body language; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Cosmic Encounter — Natural Body Language 034,Cosmic Encounter,"the selected character witnessing the selected subject as a cosmic manifestation, natural body language; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Gothic Suspense — Natural Body Language 035,Gothic Suspense,"the selected subject crossing a shadowed threshold near the selected character, natural body language; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Enchanted Travel — Natural Body Language 036,Enchanted Travel,"the selected character riding the selected subject when anatomically suitable, natural body language; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Magic — Cinematic Wide Staging 037,Magic,"the selected subject revealing a magical ability, cinematic wide staging; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Quest — Cinematic Wide Staging 038,Quest,"the selected character and subject travelling together on a quest, cinematic wide staging; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Combat — Cinematic Wide Staging 039,Combat,"the selected character confronting the selected subject, cinematic wide staging; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Ritual — Cinematic Wide Staging 040,Ritual,"the selected character performing a ritual with the selected subject nearby, cinematic wide staging; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Exploration — Cinematic Wide Staging 041,Exploration,"the selected character cautiously approaching and studying the selected subject, cinematic wide staging; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Flight — Cinematic Wide Staging 042,Flight,"the selected subject circling overhead, cinematic wide staging; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Pursuit — Cinematic Wide Staging 043,Pursuit,"the selected character escaping from the selected subject, cinematic wide staging; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Summoning — Cinematic Wide Staging 044,Summoning,"the selected character summoning the selected subject, cinematic wide staging; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Transformation — Cinematic Wide Staging 045,Transformation,"the selected subject transforming, cinematic wide staging; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Haunting — Cinematic Wide Staging 046,Haunting,"the selected subject haunting the selected character from a distance, cinematic wide staging; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Escape — Cinematic Wide Staging 047,Escape,"the selected subject breaking free from containment, cinematic wide staging; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Investigation — Cinematic Wide Staging 048,Investigation,"the selected character investigating traces left by the selected subject, cinematic wide staging; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Guarding — Cinematic Wide Staging 049,Guarding,"the selected subject guarding the selected character or an ancient object, cinematic wide staging; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Companionship — Cinematic Wide Staging 050,Companionship,"the selected character offering a cautious hand to the selected subject, cinematic wide staging; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Revelation — Cinematic Wide Staging 051,Revelation,"the selected subject emerging from concealment, cinematic wide staging; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Cosmic Encounter — Cinematic Wide Staging 052,Cosmic Encounter,"the selected character witnessing the selected subject as a cosmic manifestation, cinematic wide staging; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Gothic Suspense — Cinematic Wide Staging 053,Gothic Suspense,"the selected subject crossing a shadowed threshold near the selected character, cinematic wide staging; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Enchanted Travel — Cinematic Wide Staging 054,Enchanted Travel,"the selected character riding the selected subject when anatomically suitable, cinematic wide staging; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Magic — Candid Observational Timing 055,Magic,"the selected subject revealing a magical ability, candid observational timing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Quest — Candid Observational Timing 056,Quest,"the selected character and subject travelling together on a quest, candid observational timing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Combat — Candid Observational Timing 057,Combat,"the selected character confronting the selected subject, candid observational timing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Ritual — Candid Observational Timing 058,Ritual,"the selected character performing a ritual with the selected subject nearby, candid observational timing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Exploration — Candid Observational Timing 059,Exploration,"the selected character cautiously approaching and studying the selected subject, candid observational timing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Flight — Candid Observational Timing 060,Flight,"the selected subject circling overhead, candid observational timing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Pursuit — Candid Observational Timing 061,Pursuit,"the selected character escaping from the selected subject, candid observational timing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Summoning — Candid Observational Timing 062,Summoning,"the selected character summoning the selected subject, candid observational timing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Transformation — Candid Observational Timing 063,Transformation,"the selected subject transforming, candid observational timing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Haunting — Candid Observational Timing 064,Haunting,"the selected subject haunting the selected character from a distance, candid observational timing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Escape — Candid Observational Timing 065,Escape,"the selected subject breaking free from containment, candid observational timing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Investigation — Candid Observational Timing 066,Investigation,"the selected character investigating traces left by the selected subject, candid observational timing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Guarding — Candid Observational Timing 067,Guarding,"the selected subject guarding the selected character or an ancient object, candid observational timing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Companionship — Candid Observational Timing 068,Companionship,"the selected character offering a cautious hand to the selected subject, candid observational timing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Revelation — Candid Observational Timing 069,Revelation,"the selected subject emerging from concealment, candid observational timing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Cosmic Encounter — Candid Observational Timing 070,Cosmic Encounter,"the selected character witnessing the selected subject as a cosmic manifestation, candid observational timing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Gothic Suspense — Candid Observational Timing 071,Gothic Suspense,"the selected subject crossing a shadowed threshold near the selected character, candid observational timing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Enchanted Travel — Candid Observational Timing 072,Enchanted Travel,"the selected character riding the selected subject when anatomically suitable, candid observational timing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Magic — Balanced Spatial Composition 073,Magic,"the selected subject revealing a magical ability, balanced spatial composition; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Quest — Balanced Spatial Composition 074,Quest,"the selected character and subject travelling together on a quest, balanced spatial composition; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Combat — Balanced Spatial Composition 075,Combat,"the selected character confronting the selected subject, balanced spatial composition; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Ritual — Balanced Spatial Composition 076,Ritual,"the selected character performing a ritual with the selected subject nearby, balanced spatial composition; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Exploration — Balanced Spatial Composition 077,Exploration,"the selected character cautiously approaching and studying the selected subject, balanced spatial composition; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Flight — Balanced Spatial Composition 078,Flight,"the selected subject circling overhead, balanced spatial composition; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Pursuit — Balanced Spatial Composition 079,Pursuit,"the selected character escaping from the selected subject, balanced spatial composition; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Summoning — Balanced Spatial Composition 080,Summoning,"the selected character summoning the selected subject, balanced spatial composition; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Transformation — Balanced Spatial Composition 081,Transformation,"the selected subject transforming, balanced spatial composition; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Haunting — Balanced Spatial Composition 082,Haunting,"the selected subject haunting the selected character from a distance, balanced spatial composition; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Escape — Balanced Spatial Composition 083,Escape,"the selected subject breaking free from containment, balanced spatial composition; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Investigation — Balanced Spatial Composition 084,Investigation,"the selected character investigating traces left by the selected subject, balanced spatial composition; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Guarding — Balanced Spatial Composition 085,Guarding,"the selected subject guarding the selected character or an ancient object, balanced spatial composition; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Companionship — Balanced Spatial Composition 086,Companionship,"the selected character offering a cautious hand to the selected subject, balanced spatial composition; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Revelation — Balanced Spatial Composition 087,Revelation,"the selected subject emerging from concealment, balanced spatial composition; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Cosmic Encounter — Balanced Spatial Composition 088,Cosmic Encounter,"the selected character witnessing the selected subject as a cosmic manifestation, balanced spatial composition; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Gothic Suspense — Balanced Spatial Composition 089,Gothic Suspense,"the selected subject crossing a shadowed threshold near the selected character, balanced spatial composition; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Enchanted Travel — Balanced Spatial Composition 090,Enchanted Travel,"the selected character riding the selected subject when anatomically suitable, balanced spatial composition; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Magic — Dynamic Low-Angle Framing 091,Magic,"the selected subject revealing a magical ability, dynamic low-angle framing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Quest — Dynamic Low-Angle Framing 092,Quest,"the selected character and subject travelling together on a quest, dynamic low-angle framing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Combat — Dynamic Low-Angle Framing 093,Combat,"the selected character confronting the selected subject, dynamic low-angle framing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Ritual — Dynamic Low-Angle Framing 094,Ritual,"the selected character performing a ritual with the selected subject nearby, dynamic low-angle framing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Exploration — Dynamic Low-Angle Framing 095,Exploration,"the selected character cautiously approaching and studying the selected subject, dynamic low-angle framing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Flight — Dynamic Low-Angle Framing 096,Flight,"the selected subject circling overhead, dynamic low-angle framing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Pursuit — Dynamic Low-Angle Framing 097,Pursuit,"the selected character escaping from the selected subject, dynamic low-angle framing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Summoning — Dynamic Low-Angle Framing 098,Summoning,"the selected character summoning the selected subject, dynamic low-angle framing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Transformation — Dynamic Low-Angle Framing 099,Transformation,"the selected subject transforming, dynamic low-angle framing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Haunting — Dynamic Low-Angle Framing 100,Haunting,"the selected subject haunting the selected character from a distance, dynamic low-angle framing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Escape — Dynamic Low-Angle Framing 101,Escape,"the selected subject breaking free from containment, dynamic low-angle framing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Investigation — Dynamic Low-Angle Framing 102,Investigation,"the selected character investigating traces left by the selected subject, dynamic low-angle framing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Guarding — Dynamic Low-Angle Framing 103,Guarding,"the selected subject guarding the selected character or an ancient object, dynamic low-angle framing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Companionship — Dynamic Low-Angle Framing 104,Companionship,"the selected character offering a cautious hand to the selected subject, dynamic low-angle framing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Revelation — Dynamic Low-Angle Framing 105,Revelation,"the selected subject emerging from concealment, dynamic low-angle framing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Cosmic Encounter — Dynamic Low-Angle Framing 106,Cosmic Encounter,"the selected character witnessing the selected subject as a cosmic manifestation, dynamic low-angle framing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Gothic Suspense — Dynamic Low-Angle Framing 107,Gothic Suspense,"the selected subject crossing a shadowed threshold near the selected character, dynamic low-angle framing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Enchanted Travel — Dynamic Low-Angle Framing 108,Enchanted Travel,"the selected character riding the selected subject when anatomically suitable, dynamic low-angle framing; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Magic — Precise Subject Separation 109,Magic,"the selected subject revealing a magical ability, precise subject separation; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Quest — Precise Subject Separation 110,Quest,"the selected character and subject travelling together on a quest, precise subject separation; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Combat — Precise Subject Separation 111,Combat,"the selected character confronting the selected subject, precise subject separation; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Ritual — Precise Subject Separation 112,Ritual,"the selected character performing a ritual with the selected subject nearby, precise subject separation; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Exploration — Precise Subject Separation 113,Exploration,"the selected character cautiously approaching and studying the selected subject, precise subject separation; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Flight — Precise Subject Separation 114,Flight,"the selected subject circling overhead, precise subject separation; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Pursuit — Precise Subject Separation 115,Pursuit,"the selected character escaping from the selected subject, precise subject separation; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Summoning — Precise Subject Separation 116,Summoning,"the selected character summoning the selected subject, precise subject separation; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Transformation — Precise Subject Separation 117,Transformation,"the selected subject transforming, precise subject separation; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Haunting — Precise Subject Separation 118,Haunting,"the selected subject haunting the selected character from a distance, precise subject separation; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Escape — Precise Subject Separation 119,Escape,"the selected subject breaking free from containment, precise subject separation; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
Investigation — Precise Subject Separation 120,Investigation,"the selected character investigating traces left by the selected subject, precise subject separation; keep the selected character and selected fantasy or horror subject visually distinct","ambiguous action, fused subjects, impossible interaction, duplicated limbs, motion artifacts, text, watermark"
