name,prompt,negative_prompt,category,weight,favorite
"0011 | Perspective/Medium Portrait/Medium Portrait Camera — three-quarter-length crop, 50mm standard lens, clean negative space around the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; intimate portrait distance; three-quarter-length crop; 50mm standard lens; clean negative space around the subject; moderate depth of field retaining nearby context; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0012 | Perspective/Medium Portrait/Medium Portrait Camera — cinematic landscape framing, 85mm portrait lens, centred composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; full-figure camera distance; cinematic landscape framing; 85mm portrait lens; centred composition; moderate depth of field retaining nearby context; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0013 | Perspective/Medium Portrait/Medium Portrait Camera — three-quarter-length crop, 35mm environmental lens, minimal uncluttered composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; full-figure camera distance; three-quarter-length crop; 35mm environmental lens; minimal uncluttered composition; clean edge separation around the subject; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0014 | Perspective/Medium Portrait/Medium Portrait Camera — tight portrait crop, 65mm short-portrait lens, symmetrical visual balance","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; camera close enough to retain material texture; tight portrait crop; 65mm short-portrait lens; symmetrical visual balance; foreground softly separated from the subject; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0015 | Perspective/Medium Portrait/Medium Portrait Camera — head-and-shoulders crop, 28mm moderately wide lens, asymmetrical cinematic balance","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; camera distance balanced between subject and environment; head-and-shoulders crop; 28mm moderately wide lens; asymmetrical cinematic balance; focus weighted toward the rear silhouette when visible; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0016 | Perspective/Medium Portrait/Medium Portrait Camera — waist-up crop, 40mm natural-perspective lens, slightly off-centre editorial composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; camera far enough back to preserve spatial context; waist-up crop; 40mm natural-perspective lens; slightly off-centre editorial composition; deep focus across the visible environment; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0017 | Perspective/Medium Portrait/Medium Portrait Camera — cinematic landscape framing, 24mm wide-angle lens with controlled edge distortion, symmetrical visual balance","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; camera distance balanced between subject and environment; cinematic landscape framing; 24mm wide-angle lens with controlled edge distortion; symmetrical visual balance; balanced focus between subject and immediate environment; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0018 | Perspective/Medium Portrait/Medium Portrait Camera — three-quarter-length crop, 65mm short-portrait lens, centred composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; camera far enough back to preserve spatial context; three-quarter-length crop; 65mm short-portrait lens; centred composition; focus locked on the primary subject; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0019 | Perspective/Medium Portrait/Medium Portrait Camera — head-and-shoulders crop, 135mm telephoto lens, clean negative space around the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; wide scene distance; head-and-shoulders crop; 135mm telephoto lens; clean negative space around the subject; focus weighted toward the rear silhouette when visible; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0020 | Perspective/Medium Portrait/Medium Portrait Camera — balanced square framing, 24mm wide-angle lens with controlled edge distortion, environmental elements framing the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; camera close enough to retain material texture; balanced square framing; 24mm wide-angle lens with controlled edge distortion; environmental elements framing the subject; focus weighted toward the rear silhouette when visible; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0021 | Perspective/Medium Portrait/Medium Portrait Camera — full-figure framing, 24mm wide-angle lens with controlled edge distortion, clean negative space around the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; camera far enough back to preserve spatial context; full-figure framing; 24mm wide-angle lens with controlled edge distortion; clean negative space around the subject; foreground softly separated from the subject; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0022 | Perspective/Medium Portrait/Medium Portrait Camera — waist-up crop, 24mm wide-angle lens with controlled edge distortion, slightly off-centre editorial composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; intimate portrait distance; waist-up crop; 24mm wide-angle lens with controlled edge distortion; slightly off-centre editorial composition; shallow depth of field with clean subject separation; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0023 | Perspective/Medium Portrait/Medium Portrait Camera — vertical editorial framing, 24mm wide-angle lens with controlled edge distortion, minimal uncluttered composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; conversational camera distance; vertical editorial framing; 24mm wide-angle lens with controlled edge distortion; minimal uncluttered composition; focus weighted toward facial detail when visible; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0024 | Perspective/Medium Portrait/Medium Portrait Camera — wide environmental framing, 65mm short-portrait lens, centred composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; camera far enough back to preserve spatial context; wide environmental framing; 65mm short-portrait lens; centred composition; focus weighted toward the rear silhouette when visible; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0025 | Perspective/Medium Portrait/Medium Portrait Camera — medium crop, 70mm short-telephoto lens, environmental elements framing the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; conversational camera distance; medium crop; 70mm short-telephoto lens; environmental elements framing the subject; foreground softly separated from the subject; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0026 | Perspective/Medium Portrait/Medium Portrait Camera — balanced square framing, 28mm moderately wide lens, minimal uncluttered composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; camera distance balanced between subject and environment; balanced square framing; 28mm moderately wide lens; minimal uncluttered composition; clean edge separation around the subject; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0027 | Perspective/Medium Portrait/Medium Portrait Camera — tight portrait crop, 50mm standard lens, strong leading lines toward the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; wide scene distance; tight portrait crop; 50mm standard lens; strong leading lines toward the subject; balanced focus between subject and immediate environment; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0028 | Perspective/Medium Portrait/Medium Portrait Camera — head-and-shoulders crop, 35mm environmental lens, foreground-to-background depth layering","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; moderate camera distance; head-and-shoulders crop; 35mm environmental lens; foreground-to-background depth layering; moderate depth of field retaining nearby context; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0029 | Perspective/Medium Portrait/Medium Portrait Camera — three-quarter-length crop, 135mm telephoto lens, slightly off-centre editorial composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; close camera distance; three-quarter-length crop; 135mm telephoto lens; slightly off-centre editorial composition; moderate depth of field retaining nearby context; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0030 | Perspective/Medium Portrait/Medium Portrait Camera — full-figure framing, 24mm wide-angle lens with controlled edge distortion, centred composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; camera far enough back to preserve spatial context; full-figure framing; 24mm wide-angle lens with controlled edge distortion; centred composition; focus weighted toward clothing and surface texture; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0031 | Perspective/Medium Portrait/Medium Portrait Camera — cinematic landscape framing, 85mm portrait lens, symmetrical visual balance","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; camera distance balanced between subject and environment; cinematic landscape framing; 85mm portrait lens; symmetrical visual balance; focus weighted toward the rear silhouette when visible; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0032 | Perspective/Medium Portrait/Medium Portrait Camera — balanced square framing, 105mm compressed portrait lens, minimal uncluttered composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; wide scene distance; balanced square framing; 105mm compressed portrait lens; minimal uncluttered composition; focus weighted toward clothing and surface texture; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0033 | Perspective/Medium Portrait/Medium Portrait Camera — vertical editorial framing, 65mm short-portrait lens, minimal uncluttered composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; wide scene distance; vertical editorial framing; 65mm short-portrait lens; minimal uncluttered composition; focus locked on the primary subject; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0034 | Perspective/Medium Portrait/Medium Portrait Camera — tight portrait crop, 40mm natural-perspective lens, asymmetrical cinematic balance","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; conversational camera distance; tight portrait crop; 40mm natural-perspective lens; asymmetrical cinematic balance; deep focus across the visible environment; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0035 | Perspective/Medium Portrait/Medium Portrait Camera — three-quarter-length crop, 70mm short-telephoto lens, strong leading lines toward the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; full-figure camera distance; three-quarter-length crop; 70mm short-telephoto lens; strong leading lines toward the subject; clean edge separation around the subject; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0036 | Perspective/Medium Portrait/Medium Portrait Camera — medium crop, 105mm compressed portrait lens, asymmetrical cinematic balance","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; camera close enough to retain material texture; medium crop; 105mm compressed portrait lens; asymmetrical cinematic balance; focus locked on the primary subject; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0037 | Perspective/Medium Portrait/Medium Portrait Camera — waist-up crop, 35mm environmental lens, clean negative space around the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; intimate portrait distance; waist-up crop; 35mm environmental lens; clean negative space around the subject; deep focus across the visible environment; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0038 | Perspective/Medium Portrait/Medium Portrait Camera — three-quarter-length crop, 65mm short-portrait lens, slightly off-centre editorial composition","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; close camera distance; three-quarter-length crop; 65mm short-portrait lens; slightly off-centre editorial composition; shallow depth of field with clean subject separation; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
"0039 | Perspective/Medium Portrait/Medium Portrait Camera — three-quarter-length crop, 28mm moderately wide lens, environmental elements framing the subject","camera and framing instruction only; preserve the existing subject body arrangement, action, expression, clothing, interaction, and limb placement supplied by the other prompt inputs; camera framed at a moderate portrait distance with the subject occupying the central visual area and some environment retained; moderate camera distance; three-quarter-length crop; 28mm moderately wide lens; environmental elements framing the subject; balanced focus between subject and immediate environment; coherent camera-to-scene geometry","extreme close-up, distant establishing view, accidental subject cropping, changed body arrangement, changed action, changed expression, changed clothing, changed interaction, altered limb placement, contradictory camera angle, impossible perspective, duplicate subject, warped architecture, inconsistent scale, random text, watermark, logo artifacts, blur",Perspective/Medium Portrait,1,False
