index,name,prompt,negative_prompt,category,weight,favorite
14,Cage-Panel Top,"Dress <Subject 1> in cage-panel top, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
15,Cage-Panel Jacket,"Dress <Subject 1> in cage-panel jacket, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
16,Cage-Panel Trouser Set,"Dress <Subject 1> in cage-panel trouser set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
17,Cage-Panel Skirt Set,"Dress <Subject 1> in cage-panel skirt set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
18,Cage-Panel Fashion Bodysuit,"Dress <Subject 1> in cage-panel fashion bodysuit, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
19,Buckle-Panel Dress,"Dress <Subject 1> in buckle-panel dress, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
20,Buckle-Panel Top,"Dress <Subject 1> in buckle-panel top, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
21,Buckle-Panel Jacket,"Dress <Subject 1> in buckle-panel jacket, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
22,Buckle-Panel Trouser Set,"Dress <Subject 1> in buckle-panel trouser set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
23,Buckle-Panel Skirt Set,"Dress <Subject 1> in buckle-panel skirt set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
24,Buckle-Panel Fashion Bodysuit,"Dress <Subject 1> in buckle-panel fashion bodysuit, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
25,Chain-Accent Dress,"Dress <Subject 1> in chain-accent dress, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
26,Chain-Accent Top,"Dress <Subject 1> in chain-accent top, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
27,Chain-Accent Jacket,"Dress <Subject 1> in chain-accent jacket, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
28,Chain-Accent Trouser Set,"Dress <Subject 1> in chain-accent trouser set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
29,Chain-Accent Skirt Set,"Dress <Subject 1> in chain-accent skirt set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
30,Chain-Accent Fashion Bodysuit,"Dress <Subject 1> in chain-accent fashion bodysuit, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
31,O-Ring-Detail Dress,"Dress <Subject 1> in o-ring-detail dress, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
32,O-Ring-Detail Top,"Dress <Subject 1> in o-ring-detail top, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
33,O-Ring-Detail Jacket,"Dress <Subject 1> in o-ring-detail jacket, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
34,O-Ring-Detail Trouser Set,"Dress <Subject 1> in o-ring-detail trouser set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
35,O-Ring-Detail Skirt Set,"Dress <Subject 1> in o-ring-detail skirt set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
36,O-Ring-Detail Fashion Bodysuit,"Dress <Subject 1> in o-ring-detail fashion bodysuit, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
37,D-Ring-Detail Dress,"Dress <Subject 1> in d-ring-detail dress, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
38,D-Ring-Detail Top,"Dress <Subject 1> in d-ring-detail top, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
39,D-Ring-Detail Jacket,"Dress <Subject 1> in d-ring-detail jacket, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
40,D-Ring-Detail Trouser Set,"Dress <Subject 1> in d-ring-detail trouser set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
41,D-Ring-Detail Skirt Set,"Dress <Subject 1> in d-ring-detail skirt set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
42,D-Ring-Detail Fashion Bodysuit,"Dress <Subject 1> in d-ring-detail fashion bodysuit, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
43,Corset-Harness Dress,"Dress <Subject 1> in corset-harness dress, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
44,Corset-Harness Top,"Dress <Subject 1> in corset-harness top, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
45,Corset-Harness Jacket,"Dress <Subject 1> in corset-harness jacket, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
46,Corset-Harness Trouser Set,"Dress <Subject 1> in corset-harness trouser set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
47,Corset-Harness Skirt Set,"Dress <Subject 1> in corset-harness skirt set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
48,Corset-Harness Fashion Bodysuit,"Dress <Subject 1> in corset-harness fashion bodysuit, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
49,Utility-Harness Dress,"Dress <Subject 1> in utility-harness dress, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
50,Utility-Harness Top,"Dress <Subject 1> in utility-harness top, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
51,Utility-Harness Jacket,"Dress <Subject 1> in utility-harness jacket, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
52,Utility-Harness Trouser Set,"Dress <Subject 1> in utility-harness trouser set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
53,Utility-Harness Skirt Set,"Dress <Subject 1> in utility-harness skirt set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
54,Utility-Harness Fashion Bodysuit,"Dress <Subject 1> in utility-harness fashion bodysuit, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
55,Shoulder-Harness Dress,"Dress <Subject 1> in shoulder-harness dress, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
56,Shoulder-Harness Top,"Dress <Subject 1> in shoulder-harness top, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
57,Shoulder-Harness Jacket,"Dress <Subject 1> in shoulder-harness jacket, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
58,Shoulder-Harness Trouser Set,"Dress <Subject 1> in shoulder-harness trouser set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
59,Shoulder-Harness Skirt Set,"Dress <Subject 1> in shoulder-harness skirt set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
60,Shoulder-Harness Fashion Bodysuit,"Dress <Subject 1> in shoulder-harness fashion bodysuit, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Treat harnesses as garment-integrated fashion details; keep coverage non-explicit.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Harness Strap Hardware,1.0,False
