index,name,prompt,negative_prompt,category,weight,favorite
17,Buckle Corset Belt,"Add buckle corset belt to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
18,Buckle Harness Belt Over Clothing,"Add buckle harness belt over clothing to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
19,Buckle Chain Belt,"Add buckle chain belt to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
20,Buckle Multi-Strap Belt,"Add buckle multi-strap belt to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
21,O-Ring Corset Belt,"Add o-ring corset belt to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
22,O-Ring Harness Belt Over Clothing,"Add o-ring harness belt over clothing to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
23,O-Ring Chain Belt,"Add o-ring chain belt to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
24,O-Ring Multi-Strap Belt,"Add o-ring multi-strap belt to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
25,Utility Corset Belt,"Add utility corset belt to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
26,Utility Harness Belt Over Clothing,"Add utility harness belt over clothing to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
27,Utility Chain Belt,"Add utility chain belt to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
28,Utility Multi-Strap Belt,"Add utility multi-strap belt to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
29,Cyber Corset Belt,"Add cyber corset belt to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
30,Cyber Harness Belt Over Clothing,"Add cyber harness belt over clothing to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
31,Cyber Chain Belt,"Add cyber chain belt to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
32,Cyber Multi-Strap Belt,"Add cyber multi-strap belt to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
33,Goth Corset Belt,"Add goth corset belt to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
34,Goth Harness Belt Over Clothing,"Add goth harness belt over clothing to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
35,Goth Chain Belt,"Add goth chain belt to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
36,Goth Multi-Strap Belt,"Add goth multi-strap belt to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
37,Reflective Corset Belt,"Add reflective corset belt to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
38,Reflective Harness Belt Over Clothing,"Add reflective harness belt over clothing to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
39,Reflective Chain Belt,"Add reflective chain belt to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
40,Reflective Multi-Strap Belt,"Add reflective multi-strap belt to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Keep every strap secure over the garment and stable across frames.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Waist Belts Harnesses | Corset Chain Harness Belts,1.0,False
