index,name,prompt,negative_prompt,category,weight,favorite
13,Staff Pose,"Use Staff Pose as the one and only fixed yoga pose for <Subject 1>. <Subject 1> settles into Staff Pose once after the outfit and hairstyle are established, then holds Staff Pose completely unchanged until the shot or movement sequence finishes.",,Yoga Pose,1,
14,Easy Pose,"Use Easy Pose as the one and only fixed yoga pose for <Subject 1>. <Subject 1> settles into Easy Pose once after the outfit and hairstyle are established, then holds Easy Pose completely unchanged until the shot or movement sequence finishes.",,Yoga Pose,1,
15,Lotus Pose,"Use Lotus Pose as the one and only fixed yoga pose for <Subject 1>. <Subject 1> settles into Lotus Pose once after the outfit and hairstyle are established, then holds Lotus Pose completely unchanged until the shot or movement sequence finishes.",,Yoga Pose,1,
16,Seated Forward Bend Pose,"Use Seated Forward Bend Pose as the one and only fixed yoga pose for <Subject 1>. <Subject 1> settles into Seated Forward Bend Pose once after the outfit and hairstyle are established, then holds Seated Forward Bend Pose completely unchanged until the shot or movement sequence finishes.",,Yoga Pose,1,
17,Bound Angle Pose,"Use Bound Angle Pose as the one and only fixed yoga pose for <Subject 1>. <Subject 1> settles into Bound Angle Pose once after the outfit and hairstyle are established, then holds Bound Angle Pose completely unchanged until the shot or movement sequence finishes.",,Yoga Pose,1,
18,Half Lord of the Fishes Pose,"Use Half Lord of the Fishes Pose as the one and only fixed yoga pose for <Subject 1>. <Subject 1> settles into Half Lord of the Fishes Pose once after the outfit and hairstyle are established, then holds Half Lord of the Fishes Pose completely unchanged until the shot or movement sequence finishes.",,Yoga Pose,1,
19,Boat Pose,"Use Boat Pose as the one and only fixed yoga pose for <Subject 1>. <Subject 1> settles into Boat Pose once after the outfit and hairstyle are established, then holds Boat Pose completely unchanged until the shot or movement sequence finishes.",,Yoga Pose,1,
20,Child's Pose,"Use Child's Pose as the one and only fixed yoga pose for <Subject 1>. <Subject 1> settles into Child's Pose once after the outfit and hairstyle are established, then holds Child's Pose completely unchanged until the shot or movement sequence finishes.",,Yoga Pose,1,
21,Camel Pose,"Use Camel Pose as the one and only fixed yoga pose for <Subject 1>. <Subject 1> settles into Camel Pose once after the outfit and hairstyle are established, then holds Camel Pose completely unchanged until the shot or movement sequence finishes.",,Yoga Pose,1,
22,Downward-Facing Dog Pose,"Use Downward-Facing Dog Pose as the one and only fixed yoga pose for <Subject 1>. <Subject 1> settles into Downward-Facing Dog Pose once after the outfit and hairstyle are established, then holds Downward-Facing Dog Pose completely unchanged until the shot or movement sequence finishes.",,Yoga Pose,1,
23,Plank Pose,"Use Plank Pose as the one and only fixed yoga pose for <Subject 1>. <Subject 1> settles into Plank Pose once after the outfit and hairstyle are established, then holds Plank Pose completely unchanged until the shot or movement sequence finishes.",,Yoga Pose,1,
24,Side Plank Pose,"Use Side Plank Pose as the one and only fixed yoga pose for <Subject 1>. <Subject 1> settles into Side Plank Pose once after the outfit and hairstyle are established, then holds Side Plank Pose completely unchanged until the shot or movement sequence finishes.",,Yoga Pose,1,
25,Cobra Pose,"Use Cobra Pose as the one and only fixed yoga pose for <Subject 1>. <Subject 1> settles into Cobra Pose once after the outfit and hairstyle are established, then holds Cobra Pose completely unchanged until the shot or movement sequence finishes.",,Yoga Pose,1,
26,Sphinx Pose,"Use Sphinx Pose as the one and only fixed yoga pose for <Subject 1>. <Subject 1> settles into Sphinx Pose once after the outfit and hairstyle are established, then holds Sphinx Pose completely unchanged until the shot or movement sequence finishes.",,Yoga Pose,1,
27,Bridge Pose,"Use Bridge Pose as the one and only fixed yoga pose for <Subject 1>. <Subject 1> settles into Bridge Pose once after the outfit and hairstyle are established, then holds Bridge Pose completely unchanged until the shot or movement sequence finishes.",,Yoga Pose,1,
28,Wheel Pose,"Use Wheel Pose as the one and only fixed yoga pose for <Subject 1>. <Subject 1> settles into Wheel Pose once after the outfit and hairstyle are established, then holds Wheel Pose completely unchanged until the shot or movement sequence finishes.",,Yoga Pose,1,
29,Happy Baby Pose,"Use Happy Baby Pose as the one and only fixed yoga pose for <Subject 1>. <Subject 1> settles into Happy Baby Pose once after the outfit and hairstyle are established, then holds Happy Baby Pose completely unchanged until the shot or movement sequence finishes.",,Yoga Pose,1,
30,Corpse Pose,"Use Corpse Pose as the one and only fixed yoga pose for <Subject 1>. <Subject 1> settles into Corpse Pose once after the outfit and hairstyle are established, then holds Corpse Pose completely unchanged until the shot or movement sequence finishes.",,Yoga Pose,1,
