index,name,prompt,negative_prompt,category,weight,favorite
11,Female/Advanced Fashion/Peplum Corset Top,"Adult woman wearing a peplum corset top, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
12,Female/Advanced Fashion/Bustier and Pencil Skirt Set,"Adult woman wearing a bustier and pencil skirt set, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
13,Female/Advanced Fashion/Mesh Overlay Midi Dress,"Adult woman wearing a mesh overlay midi dress, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
14,Female/Advanced Fashion/Lace-up Bodycon Dress,"Adult woman wearing a lace-up bodycon dress, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
15,Female/Advanced Fashion/Ruched Satin Mini Dress,"Adult woman wearing a ruched satin mini dress, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
16,Female/Advanced Fashion/Strappy Halter Dress,"Adult woman wearing a strappy halter dress, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
17,Female/Advanced Fashion/Off-shoulder Bodycon Dress,"Adult woman wearing a off-shoulder bodycon dress, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
18,Female/Advanced Fashion/High-slit Slip Dress,"Adult woman wearing a high-slit slip dress, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
19,Female/Advanced Fashion/Deep-plunge Bodysuit,"Adult woman wearing a deep-plunge bodysuit, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
20,Female/Advanced Fashion/Layered Lingerie-inspired Dress,"Adult woman wearing a layered lingerie-inspired dress, with clean unbranded styling, strong silhouette definition, premium material appearance, and a flattering but natural fit.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual act, fetish pose, degraded anatomy, extra limbs, broken seams, low detail, blur",Clothing/Female/Advanced Fashion,1,False
