index,name,prompt,negative_prompt,category,weight,favorite
13,Female/Underwear & Lingerie/Pattern & Print/Geometric Print,"Use geometric print as the main pattern or surface design detail for the underwear or lingerie, keeping it unbranded, fashionable, and clearly readable.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Pattern & Print,1,False
14,Female/Underwear & Lingerie/Pattern & Print/Abstract Print,"Use abstract print as the main pattern or surface design detail for the underwear or lingerie, keeping it unbranded, fashionable, and clearly readable.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Pattern & Print,1,False
15,Female/Underwear & Lingerie/Pattern & Print/Plaid,"Use plaid as the main pattern or surface design detail for the underwear or lingerie, keeping it unbranded, fashionable, and clearly readable.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Pattern & Print,1,False
16,Female/Underwear & Lingerie/Pattern & Print/Gingham,"Use gingham as the main pattern or surface design detail for the underwear or lingerie, keeping it unbranded, fashionable, and clearly readable.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Pattern & Print,1,False
17,Female/Underwear & Lingerie/Pattern & Print/Paisley,"Use paisley as the main pattern or surface design detail for the underwear or lingerie, keeping it unbranded, fashionable, and clearly readable.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Pattern & Print,1,False
18,Female/Underwear & Lingerie/Pattern & Print/Jacquard Pattern,"Use jacquard pattern as the main pattern or surface design detail for the underwear or lingerie, keeping it unbranded, fashionable, and clearly readable.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Pattern & Print,1,False
19,Female/Underwear & Lingerie/Pattern & Print/Embroidery Detail,"Use embroidery detail as the main pattern or surface design detail for the underwear or lingerie, keeping it unbranded, fashionable, and clearly readable.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Pattern & Print,1,False
20,Female/Underwear & Lingerie/Pattern & Print/Lace Overlay Pattern,"Use lace overlay pattern as the main pattern or surface design detail for the underwear or lingerie, keeping it unbranded, fashionable, and clearly readable.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Pattern & Print,1,False
21,Female/Underwear & Lingerie/Pattern & Print/Mesh Panel Detail,"Use mesh panel detail as the main pattern or surface design detail for the underwear or lingerie, keeping it unbranded, fashionable, and clearly readable.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Pattern & Print,1,False
22,Female/Underwear & Lingerie/Pattern & Print/Scalloped Trim Detail,"Use scalloped trim detail as the main pattern or surface design detail for the underwear or lingerie, keeping it unbranded, fashionable, and clearly readable.","visible brand logo, brand name, advertising text, watermark, random lettering, child, teen, underage, exposed genitals, exposed nipples, wardrobe malfunction, unintended transparency, explicit sexual pose, fetish pose, damaged garment, impossible seams, duplicated clothing, malformed hands, extra fingers, broken anatomy, low detail, blur",Clothing/Female/Underwear & Lingerie/Pattern & Print,1,False
