index,name,prompt,negative_prompt,category,weight,favorite
11,"Open On Hair and Makeup Details, Then Widen To A Medium Fashion Portrait; Style <Subject 1> In Vintage-Inspired Dress with A Beret, Pumps, and Classic Red Lips","Open on hair and makeup details, then widen to a medium fashion portrait; style <Subject 1> in vintage-inspired dress with a beret, pumps, and classic red lips. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
12,"Open On Hair and Makeup Details, Then Widen To A Medium Fashion Portrait; Style <Subject 1> In Street-Luxe Co-Ord with Sneakers, Crossbody Bag, and Braided Ponytail","Open on hair and makeup details, then widen to a medium fashion portrait; style <Subject 1> in street-luxe co-ord with sneakers, crossbody bag, and braided ponytail. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
13,"Open On Hair and Makeup Details, Then Widen To A Medium Fashion Portrait; Style <Subject 1> In Velvet Evening Suit with Sculptural Earrings and Smoky Eye Makeup","Open on hair and makeup details, then widen to a medium fashion portrait; style <Subject 1> in velvet evening suit with sculptural earrings and smoky eye makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
14,"Open On Hair and Makeup Details, Then Widen To A Medium Fashion Portrait; Style <Subject 1> In Lace-Trim Boudoir Robe Over Opaque Sleepwear with A Polished Updo","Open on hair and makeup details, then widen to a medium fashion portrait; style <Subject 1> in lace-trim boudoir robe over opaque sleepwear with a polished updo. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
15,"Open On Hair and Makeup Details, Then Widen To A Medium Fashion Portrait; Style <Subject 1> In Punk Tailored Look with Combat Boots, Chain Belt, and Textured Shag","Open on hair and makeup details, then widen to a medium fashion portrait; style <Subject 1> in punk tailored look with combat boots, chain belt, and textured shag. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
16,"Open On Hair and Makeup Details, Then Widen To A Medium Fashion Portrait; Style <Subject 1> In Pastel Fashion Look with Pearl Clips and No-Makeup Makeup","Open on hair and makeup details, then widen to a medium fashion portrait; style <Subject 1> in pastel fashion look with pearl clips and no-makeup makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
17,"Hold A Clean Profile, Then Arc To A Front Three-Quarter Ending; Style <Subject 1> In Minimal Monochrome Tailoring with Sleek Hair and Natural Makeup","Hold a clean profile, then arc to a front three-quarter ending; style <Subject 1> in minimal monochrome tailoring with sleek hair and natural makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
18,"Hold A Clean Profile, Then Arc To A Front Three-Quarter Ending; Style <Subject 1> In Romantic Satin Evening Dress with Pearl Jewelry and Soft Waves","Hold a clean profile, then arc to a front three-quarter ending; style <Subject 1> in romantic satin evening dress with pearl jewelry and soft waves. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
19,"Hold A Clean Profile, Then Arc To A Front Three-Quarter Ending; Style <Subject 1> In Modern Black Clubwear with Silver Accents and A Structured Bob","Hold a clean profile, then arc to a front three-quarter ending; style <Subject 1> in modern black clubwear with silver accents and a structured bob. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
20,"Hold A Clean Profile, Then Arc To A Front Three-Quarter Ending; Style <Subject 1> In Cyber-Goth Fashion with Reflective Trim and A Stable High Ponytail","Hold a clean profile, then arc to a front three-quarter ending; style <Subject 1> in cyber-goth fashion with reflective trim and a stable high ponytail. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
21,"Hold A Clean Profile, Then Arc To A Front Three-Quarter Ending; Style <Subject 1> In Resort Swimwear with A Linen Cover-Up and Beach Waves","Hold a clean profile, then arc to a front three-quarter ending; style <Subject 1> in resort swimwear with a linen cover-up and beach waves. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
22,"Hold A Clean Profile, Then Arc To A Front Three-Quarter Ending; Style <Subject 1> In Soft Bridal Fashion with A Low Chignon and Luminous Makeup","Hold a clean profile, then arc to a front three-quarter ending; style <Subject 1> in soft bridal fashion with a low chignon and luminous makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
23,"Hold A Clean Profile, Then Arc To A Front Three-Quarter Ending; Style <Subject 1> In Vintage-Inspired Dress with A Beret, Pumps, and Classic Red Lips","Hold a clean profile, then arc to a front three-quarter ending; style <Subject 1> in vintage-inspired dress with a beret, pumps, and classic red lips. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
24,"Hold A Clean Profile, Then Arc To A Front Three-Quarter Ending; Style <Subject 1> In Street-Luxe Co-Ord with Sneakers, Crossbody Bag, and Braided Ponytail","Hold a clean profile, then arc to a front three-quarter ending; style <Subject 1> in street-luxe co-ord with sneakers, crossbody bag, and braided ponytail. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
25,"Hold A Clean Profile, Then Arc To A Front Three-Quarter Ending; Style <Subject 1> In Velvet Evening Suit with Sculptural Earrings and Smoky Eye Makeup","Hold a clean profile, then arc to a front three-quarter ending; style <Subject 1> in velvet evening suit with sculptural earrings and smoky eye makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
26,"Hold A Clean Profile, Then Arc To A Front Three-Quarter Ending; Style <Subject 1> In Lace-Trim Boudoir Robe Over Opaque Sleepwear with A Polished Updo","Hold a clean profile, then arc to a front three-quarter ending; style <Subject 1> in lace-trim boudoir robe over opaque sleepwear with a polished updo. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
27,"Hold A Clean Profile, Then Arc To A Front Three-Quarter Ending; Style <Subject 1> In Punk Tailored Look with Combat Boots, Chain Belt, and Textured Shag","Hold a clean profile, then arc to a front three-quarter ending; style <Subject 1> in punk tailored look with combat boots, chain belt, and textured shag. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
28,"Hold A Clean Profile, Then Arc To A Front Three-Quarter Ending; Style <Subject 1> In Pastel Fashion Look with Pearl Clips and No-Makeup Makeup","Hold a clean profile, then arc to a front three-quarter ending; style <Subject 1> in pastel fashion look with pearl clips and no-makeup makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
29,Start At The Back Of The Outfit and Orbit Gently To The Front; Style <Subject 1> In Minimal Monochrome Tailoring with Sleek Hair and Natural Makeup,"Start at the back of the outfit and orbit gently to the front; style <Subject 1> in minimal monochrome tailoring with sleek hair and natural makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
30,Start At The Back Of The Outfit and Orbit Gently To The Front; Style <Subject 1> In Romantic Satin Evening Dress with Pearl Jewelry and Soft Waves,"Start at the back of the outfit and orbit gently to the front; style <Subject 1> in romantic satin evening dress with pearl jewelry and soft waves. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
31,Start At The Back Of The Outfit and Orbit Gently To The Front; Style <Subject 1> In Modern Black Clubwear with Silver Accents and A Structured Bob,"Start at the back of the outfit and orbit gently to the front; style <Subject 1> in modern black clubwear with silver accents and a structured bob. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
32,Start At The Back Of The Outfit and Orbit Gently To The Front; Style <Subject 1> In Cyber-Goth Fashion with Reflective Trim and A Stable High Ponytail,"Start at the back of the outfit and orbit gently to the front; style <Subject 1> in cyber-goth fashion with reflective trim and a stable high ponytail. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
33,Start At The Back Of The Outfit and Orbit Gently To The Front; Style <Subject 1> In Resort Swimwear with A Linen Cover-Up and Beach Waves,"Start at the back of the outfit and orbit gently to the front; style <Subject 1> in resort swimwear with a linen cover-up and beach waves. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
34,Start At The Back Of The Outfit and Orbit Gently To The Front; Style <Subject 1> In Soft Bridal Fashion with A Low Chignon and Luminous Makeup,"Start at the back of the outfit and orbit gently to the front; style <Subject 1> in soft bridal fashion with a low chignon and luminous makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
35,"Start At The Back Of The Outfit and Orbit Gently To The Front; Style <Subject 1> In Vintage-Inspired Dress with A Beret, Pumps, and Classic Red Lips","Start at the back of the outfit and orbit gently to the front; style <Subject 1> in vintage-inspired dress with a beret, pumps, and classic red lips. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
36,"Start At The Back Of The Outfit and Orbit Gently To The Front; Style <Subject 1> In Street-Luxe Co-Ord with Sneakers, Crossbody Bag, and Braided Ponytail","Start at the back of the outfit and orbit gently to the front; style <Subject 1> in street-luxe co-ord with sneakers, crossbody bag, and braided ponytail. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
37,Start At The Back Of The Outfit and Orbit Gently To The Front; Style <Subject 1> In Velvet Evening Suit with Sculptural Earrings and Smoky Eye Makeup,"Start at the back of the outfit and orbit gently to the front; style <Subject 1> in velvet evening suit with sculptural earrings and smoky eye makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
38,Start At The Back Of The Outfit and Orbit Gently To The Front; Style <Subject 1> In Lace-Trim Boudoir Robe Over Opaque Sleepwear with A Polished Updo,"Start at the back of the outfit and orbit gently to the front; style <Subject 1> in lace-trim boudoir robe over opaque sleepwear with a polished updo. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
39,"Start At The Back Of The Outfit and Orbit Gently To The Front; Style <Subject 1> In Punk Tailored Look with Combat Boots, Chain Belt, and Textured Shag","Start at the back of the outfit and orbit gently to the front; style <Subject 1> in punk tailored look with combat boots, chain belt, and textured shag. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
40,Start At The Back Of The Outfit and Orbit Gently To The Front; Style <Subject 1> In Pastel Fashion Look with Pearl Clips and No-Makeup Makeup,"Start at the back of the outfit and orbit gently to the front; style <Subject 1> in pastel fashion look with pearl clips and no-makeup makeup. Preserve one character identity, one coordinated outfit, clear chronology, stable anatomy, and a clean final handoff frame for the next H3 scene.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Director Presets | Quick Combos,1.0,False
