index,name,prompt,negative_prompt,category,weight,favorite
15,Continuous Source Audio,Keep the supplied source audio continuous across the entire clip with no reset.,"clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Audio | Timing Cues,1.0,False
16,Audio Handoff,End on a clean audio tail or sustained ambience suitable for the next clip.,"clipping, distortion, abrupt volume jump, unrelated music, unwanted dialogue, unwanted narration, desynchronized sound, text, watermark",H3 | Audio | Timing Cues,1.0,False
17,Anatomy Lock,"Lock anatomy throughout the shot: stable body proportions, limbs, hands, fingers, face, and joints.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
18,Identity Lock,"Lock the subject identity throughout: preserve face, age, skin tone, body proportions, and distinctive features.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
19,Pose Lock,Hold the established pose until the named action begins; do not reset or invent a new pose.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
20,Outfit Lock,"Lock garment type, color, material, fit, construction, straps, closures, trim, and layering.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
21,Hair Lock,"Lock hairstyle, length, color, parting, accessories, and overall silhouette throughout.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
22,Expression Lock,Preserve the specified expression and gaze unless one explicit expression change is requested.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
23,Environment Lock,"Preserve location, background, furniture, weather, lighting, object positions, and spatial layout.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
24,Props Lock,"Preserve every named prop, its appearance, hand ownership, position, and orientation.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
25,Secondary Characters Lock,"Preserve all non-target characters, their identities, outfits, positions, and actions.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
26,Left/Right Orientation Lock,"Preserve left-right orientation for the subject, props, clothing details, and direction of travel.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
27,Camera Path Lock,"Follow the specified camera path once with stable speed, axis, horizon, and framing.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
28,Audio Continuity Lock,"Preserve audio source, tempo, ambience, dialogue timing, and level continuity through the clip.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
29,Lighting Lock,"Preserve light direction, color, intensity, shadow structure, and time of day.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
30,Final-Frame Handoff Lock,"Protect the final 1–2 seconds: stabilize identity, anatomy, pose, camera, lighting, and background for continuation.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
31,Core Subject Lock Block,"Lock identity, anatomy, outfit, hair, expression, and left-right orientation for the full shot.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
32,Scene Lock Block,"Lock environment, props, secondary characters, lighting, weather, and object positions.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
33,Camera Lock Block,"Lock the planned camera path, speed, amplitude, axis, horizon, and final framing.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
34,Audio Lock Block,"Lock dialogue timing, music style, ambience, tempo, and audio level continuity.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
35,Fashion Stability Block,"Lock identity, anatomy, outfit construction, color, material, footwear, jewelry, hair, and makeup.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
36,Dialogue Stability Block,"Lock identity, facial anatomy, gaze, expression, lip sync, voice timing, camera axis, and room tone.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
37,Action Stability Block,"Lock identity, anatomy, direction of travel, contact points, held props, outfit, and camera path.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
38,Reference Replacement Lock,"Replace only the named target while preserving non-target characters, scene, props, staging, lighting, and camera behavior.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
39,Multi-Reference Identity Lock,"Treat all supplied same-person images as complementary views of one identity, not multiple characters.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
40,Full Continuity Lock,"Lock subject, scene, props, secondary characters, camera path, audio, lighting, and final-frame handoff.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
41,Continue Exact Final Frame,"Begin from the exact final frame of the previous clip, preserving subject, pose, framing, lighting, environment, and camera direction.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
42,One-Second Settle,Reserve the final 1 second for a clean settle with reduced motion blur and stable anatomy.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
43,Two-Second Settle,Reserve the final 2 seconds for a clean stable hold suitable for the next continuation clip.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
44,No Reset or Reframe,"Continue naturally without resetting the pose, recentering the subject, or changing the established framing.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
45,Preserve Direction,Preserve the subject's direction of travel and screen direction across the continuation.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
46,Preserve Held Objects,"Keep every held object in the same hand with unchanged grip, orientation, scale, and appearance.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
47,Preserve Camera Momentum,"Continue the established camera direction and momentum, then decelerate smoothly if a settle is requested.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
48,Same Lighting,"Preserve the exact lighting direction, intensity, color temperature, and shadow structure.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
49,Same Weather,"Preserve the established weather, wind direction, wetness, cloud cover, and atmospheric visibility.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
50,Same Environment Layout,"Preserve the background, furniture, props, object positions, and spatial relationships.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
51,Same Outfit State,"Preserve the exact outfit state, closures, layering, wrinkles, accessories, and footwear.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
52,Same Hair State,"Preserve hairstyle, parting, loose strands, accessories, and wind response at the handoff.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
53,Same Expression and Gaze,"Begin with the exact previous expression and gaze direction, then change only if explicitly requested.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
54,Same Audio Bed,"Continue the same ambience or music bed without a restart, jump, or change in acoustic space.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
55,Clean Continuation Start,"Hold the inherited first frame briefly, then begin one clear action without a reset.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
56,Clean Continuation End,"Complete the action, reduce motion, stabilize the camera, and hold a readable final frame.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
57,Occlusion-Safe Handoff,"End with the face, hands, body silhouette, and key props visible and free of severe occlusion.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
58,Motion-Blur-Safe Handoff,Reduce speed and motion blur during the final 1–2 seconds while preserving direction and momentum.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
59,Director Scene Handoff,End the scene on one stable composition that the next scene can continue without reframe or identity reset.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
60,Audio-Visual Handoff,Finish on a stable visual frame with a clean sustained ambience or musical tail for seamless continuation.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Continuity & Handoff,1.0,False
61,Natural Dissolve,"Use one short natural dissolve between established states, preserving identity, composition, and lighting continuity.","rapid flicker, repeated transformation, magical particles, sparkles, smoke burst, abrupt reset, unwanted cut, identity drift, text, watermark",H3 | Transitions,1.0,False
62,Simple Cut,Use one simple motivated cut to the specified framing; do not add montage edits.,"rapid flicker, repeated transformation, magical particles, sparkles, smoke burst, abrupt reset, unwanted cut, identity drift, text, watermark",H3 | Transitions,1.0,False
63,No Cut — Continuous Shot,"Use one uninterrupted continuous shot with no cuts, resets, or hidden reframes.","rapid flicker, repeated transformation, magical particles, sparkles, smoke burst, abrupt reset, unwanted cut, identity drift, text, watermark",H3 | Transitions,1.0,False
64,Brief Wardrobe Transition,"Complete one brief restrained wardrobe transition, establish the new outfit once, then hold it consistently.","rapid flicker, repeated transformation, magical particles, sparkles, smoke burst, abrupt reset, unwanted cut, identity drift, text, watermark",H3 | Transitions,1.0,False
65,Smooth Pose Settle,"Move once into the new pose, settle smoothly, and hold without repeated morphing.","rapid flicker, repeated transformation, magical particles, sparkles, smoke burst, abrupt reset, unwanted cut, identity drift, text, watermark",H3 | Transitions,1.0,False
66,Scene Reveal,Reveal the established scene through the planned camera move without changing its layout or lighting.,"rapid flicker, repeated transformation, magical particles, sparkles, smoke burst, abrupt reset, unwanted cut, identity drift, text, watermark",H3 | Transitions,1.0,False
67,Avoid Magical Effects,"Keep the transition physically clear and restrained; do not add sparkles, smoke, particles, glow, or energy effects.","rapid flicker, repeated transformation, magical particles, sparkles, smoke burst, abrupt reset, unwanted cut, identity drift, text, watermark",H3 | Transitions,1.0,False
68,Match Cut,"Use one clean match cut based on the specified shape, pose, or composition while preserving identity.","rapid flicker, repeated transformation, magical particles, sparkles, smoke burst, abrupt reset, unwanted cut, identity drift, text, watermark",H3 | Transitions,1.0,False
69,Action Cut,Cut once on a natural action beat and continue the same movement and direction immediately afterward.,"rapid flicker, repeated transformation, magical particles, sparkles, smoke burst, abrupt reset, unwanted cut, identity drift, text, watermark",H3 | Transitions,1.0,False
70,Foreground Wipe,"Use one natural foreground object pass as a brief wipe, preserving the same scene and subject continuity.","rapid flicker, repeated transformation, magical particles, sparkles, smoke burst, abrupt reset, unwanted cut, identity drift, text, watermark",H3 | Transitions,1.0,False
71,Focus Reveal,Shift focus once from the foreground detail to the subject without changing the camera position.,"rapid flicker, repeated transformation, magical particles, sparkles, smoke burst, abrupt reset, unwanted cut, identity drift, text, watermark",H3 | Transitions,1.0,False
72,Lighting-Matched Cut,Use one cut between matching lighting and composition; avoid a visible exposure or color jump.,"rapid flicker, repeated transformation, magical particles, sparkles, smoke burst, abrupt reset, unwanted cut, identity drift, text, watermark",H3 | Transitions,1.0,False
73,Transition Then Hold,"Complete one transition, establish the result clearly, then hold the new state stable.","rapid flicker, repeated transformation, magical particles, sparkles, smoke burst, abrupt reset, unwanted cut, identity drift, text, watermark",H3 | Transitions,1.0,False
74,No Transition,Do not transform or cut; preserve the established state and continue the requested action naturally.,"rapid flicker, repeated transformation, magical particles, sparkles, smoke burst, abrupt reset, unwanted cut, identity drift, text, watermark",H3 | Transitions,1.0,False
75,Hold 1 Second,Hold the established state clearly for 1 full second with stable anatomy and camera.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Timing,1.0,False
76,Hold 2 Seconds,"Hold the established state clearly for 2 full seconds with stable identity, pose, and framing.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Timing,1.0,False
77,Hold 3 Seconds,Hold the established state clearly for 3 full seconds without drift or added action.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Timing,1.0,False
78,Transition Then Hold,"Complete the transition once, establish the result, then hold it clearly.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Timing,1.0,False
79,Final 1 Second Stable,Keep the final 1 second fully stable and readable for continuation.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Timing,1.0,False
80,Final 2 Seconds Stable,Keep the final 2 seconds fully stable with reduced motion and no camera drift.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Timing,1.0,False
81,Slow Choreography Pacing,Perform the choreography at a slow readable pace with distinct pose progression and no skipped beats.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Timing,1.0,False
82,Establish — Act — Settle,"Establish the starting state, perform one main action, then settle into a stable ending.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Timing,1.0,False
83,One Action per Beat,Assign one clear action to each named beat; do not overlap or add extra movements.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Timing,1.0,False
84,Pause Before Action,"Hold the starting state briefly, then begin the action once on the specified cue.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Timing,1.0,False
85,Pause After Action,"Complete the action, pause clearly, and preserve the final state.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Timing,1.0,False
86,Even Tempo,Maintain an even natural tempo through the action with no sudden speed change.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Timing,1.0,False
87,Slow Start and Finish,"Begin gently, perform the main motion at readable speed, and decelerate into the final hold.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Timing,1.0,False
88,Midpoint Reveal,"Complete the planned reveal near the midpoint, then spend the remaining time holding the result.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Timing,1.0,False
89,Final-Frame Priority,Prioritize a clean final frame over squeezing in extra movement at the end.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Timing,1.0,False
90,Chronological Timing,"Describe and perform every event strictly in the order it occurs: start, action, result, stable ending.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Timing,1.0,False
91,Safe Stand Still,"Stand still with natural breathing. Hold identity, pose, outfit, and framing.","unmotivated motion, action reset, extra actions, rushed movement, unstable anatomy, sliding feet, warped hands, camera jitter, text, watermark",H3 | H3-Safe | Action & Timing,1.0,False
92,Safe Walk Two Steps,"Walk forward two natural steps, stop, and hold stable.","unmotivated motion, action reset, extra actions, rushed movement, unstable anatomy, sliding feet, warped hands, camera jitter, text, watermark",H3 | H3-Safe | Action & Timing,1.0,False
93,Safe Turn to Camera,"Turn once toward the camera, settle, and hold.","unmotivated motion, action reset, extra actions, rushed movement, unstable anatomy, sliding feet, warped hands, camera jitter, text, watermark",H3 | H3-Safe | Action & Timing,1.0,False
94,Safe Look Over Shoulder,Look over one shoulder slowly. Keep torso and outfit stable.,"unmotivated motion, action reset, extra actions, rushed movement, unstable anatomy, sliding feet, warped hands, camera jitter, text, watermark",H3 | H3-Safe | Action & Timing,1.0,False
95,Safe Sit,Sit once with natural weight transfer. Settle and hold.,"unmotivated motion, action reset, extra actions, rushed movement, unstable anatomy, sliding feet, warped hands, camera jitter, text, watermark",H3 | H3-Safe | Action & Timing,1.0,False
96,Safe Stand,Stand once with natural weight transfer. Settle and hold.,"unmotivated motion, action reset, extra actions, rushed movement, unstable anatomy, sliding feet, warped hands, camera jitter, text, watermark",H3 | H3-Safe | Action & Timing,1.0,False
97,Safe Small Gesture,Make one small hand gesture. Keep fingers visible. Return to stillness.,"unmotivated motion, action reset, extra actions, rushed movement, unstable anatomy, sliding feet, warped hands, camera jitter, text, watermark",H3 | H3-Safe | Action & Timing,1.0,False
98,Safe Pose Change,Move slowly into one new pose. Hold the final pose.,"unmotivated motion, action reset, extra actions, rushed movement, unstable anatomy, sliding feet, warped hands, camera jitter, text, watermark",H3 | H3-Safe | Action & Timing,1.0,False
99,Safe Gaze Shift,Shift gaze once to the named point. Hold the final expression.,"unmotivated motion, action reset, extra actions, rushed movement, unstable anatomy, sliding feet, warped hands, camera jitter, text, watermark",H3 | H3-Safe | Action & Timing,1.0,False
100,Safe Jacket Adjust,Adjust the jacket once. Do not change the outfit.,"unmotivated motion, action reset, extra actions, rushed movement, unstable anatomy, sliding feet, warped hands, camera jitter, text, watermark",H3 | H3-Safe | Action & Timing,1.0,False
101,Safe Product Turn,"Rotate the product once slowly. Preserve shape, label, and material.","unmotivated motion, action reset, extra actions, rushed movement, unstable anatomy, sliding feet, warped hands, camera jitter, text, watermark",H3 | H3-Safe | Action & Timing,1.0,False
102,Safe Yoga Hold,Hold one named yoga pose with stable anatomy and contact points.,"unmotivated motion, action reset, extra actions, rushed movement, unstable anatomy, sliding feet, warped hands, camera jitter, text, watermark",H3 | H3-Safe | Action & Timing,1.0,False
103,Safe Dialogue,Deliver one supplied line with precise lip sync and minimal gesture.,"unmotivated motion, action reset, extra actions, rushed movement, unstable anatomy, sliding feet, warped hands, camera jitter, text, watermark",H3 | H3-Safe | Action & Timing,1.0,False
104,Safe Choreography Phrase,Perform one short reference movement phrase in the same pose order and direction.,"unmotivated motion, action reset, extra actions, rushed movement, unstable anatomy, sliding feet, warped hands, camera jitter, text, watermark",H3 | H3-Safe | Action & Timing,1.0,False
105,Safe Establish Act Settle,"Establish the start, perform one action, then settle into a stable ending.","unmotivated motion, action reset, extra actions, rushed movement, unstable anatomy, sliding feet, warped hands, camera jitter, text, watermark",H3 | H3-Safe | Action & Timing,1.0,False
106,Safe Final Two Seconds,Stop extra motion and hold the final frame stable for 2 seconds.,"unmotivated motion, action reset, extra actions, rushed movement, unstable anatomy, sliding feet, warped hands, camera jitter, text, watermark",H3 | H3-Safe | Action & Timing,1.0,False
107,Safe Identity Lock,"Keep the same face, body, age, skin tone, and distinctive features.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | H3-Safe | Stability & Continuity,1.0,False
108,Safe Anatomy Lock,"Keep anatomy, hands, fingers, limbs, face, and proportions stable.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | H3-Safe | Stability & Continuity,1.0,False
109,Safe Outfit Lock,"Keep outfit type, color, material, fit, closures, trim, and layers unchanged.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | H3-Safe | Stability & Continuity,1.0,False
110,Safe Hair Lock,"Keep hairstyle, color, length, parting, and accessories unchanged.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | H3-Safe | Stability & Continuity,1.0,False
111,Safe Scene Lock,"Keep background, props, lighting, weather, and object positions unchanged.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | H3-Safe | Stability & Continuity,1.0,False
112,Safe Prop Lock,Keep each prop in the same hand and orientation until the named action changes it.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | H3-Safe | Stability & Continuity,1.0,False
113,Safe Direction Lock,Keep left-right orientation and direction of travel unchanged.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | H3-Safe | Stability & Continuity,1.0,False
114,Safe Camera Lock,"Keep one camera path, speed, horizon, and final framing.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | H3-Safe | Stability & Continuity,1.0,False
115,Safe Audio Lock,"Keep dialogue timing, music, ambience, and levels continuous.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | H3-Safe | Stability & Continuity,1.0,False
116,Safe Continue Frame,Start from the exact previous final frame. Do not reset pose or framing.,"identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | H3-Safe | Stability & Continuity,1.0,False
117,Safe Preserve Momentum,"Continue the same subject and camera direction, then settle smoothly.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | H3-Safe | Stability & Continuity,1.0,False
118,Safe Preserve Object,"Keep the held object, hand, grip, position, and scale unchanged.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | H3-Safe | Stability & Continuity,1.0,False
