index,name,prompt,negative_prompt,category,weight,favorite
26,Anarcho-Punk Jacket Look,"Dress <Subject 1> in anarcho-punk jacket look, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Use secure hardware and a coherent wearable construction.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Punk Grunge Industrial,1.0,False
27,Anarcho-Punk Jacket Look,"H3-safe video styling: Dress <Subject 1> in anarcho-punk jacket look, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Use secure hardware and a coherent wearable construction. Prefer a simple readable silhouette, secure attachment, restrained motion, and consistent placement across every frame.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Safe | Alternative Fashion,1.0,False
28,Anarcho-Punk Mini Dress,"Dress <Subject 1> in anarcho-punk mini dress, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Use secure hardware and a coherent wearable construction.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Punk Grunge Industrial,1.0,False
29,Anarcho-Punk Skirt Set,"Dress <Subject 1> in anarcho-punk skirt set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Use secure hardware and a coherent wearable construction.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Punk Grunge Industrial,1.0,False
30,Anarcho-Punk Skirt Set,"H3-safe video styling: Dress <Subject 1> in anarcho-punk skirt set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Use secure hardware and a coherent wearable construction. Prefer a simple readable silhouette, secure attachment, restrained motion, and consistent placement across every frame.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Safe | Alternative Fashion,1.0,False
31,Anarcho-Punk Trouser Set,"Dress <Subject 1> in anarcho-punk trouser set, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Use secure hardware and a coherent wearable construction.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Punk Grunge Industrial,1.0,False
32,Anarcho-Punk Utility Outfit,"Dress <Subject 1> in anarcho-punk utility outfit, with refined fashion styling, believable garment construction, clean separation of layers, and a stable consistent outfit across frames. Use secure hardware and a coherent wearable construction.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Alternative Goth Cyber Fetishwear | Punk Grunge Industrial,1.0,False
33,Anatomy Lock,"Lock anatomy throughout the shot: stable body proportions, limbs, hands, fingers, face, and joints.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Stability Locks,1.0,False
34,Animal-Inspired Leopard Print,"Apply animal-inspired leopard print to the selected garment with controlled scale, aligned seams, continuous motif placement, and no texture swimming.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Patterns Prints | Patterns and Prints,1.0,False
35,Animated-to-Photoreal — Balanced,"ACTION: perform the reference motion with physically believable live-action mechanics. CAMERA: match the reference camera, slow-to-normal speed, medium or smaller amplitude. LIGHTING: photoreal motivated lighting. AUDIO: preserve source timing; preserve physically matched ambience. STABILITY: lock target identity, realistic anatomy, choreography, environment layout, and non-target content. End with a clean 2-second hold.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Ready-Made Presets & Quick Combos,1.0,False
36,Animated-to-Photoreal — Director Handoff,"SCENE: continue the exact previous final frame. ACTION: perform the reference motion with physically believable live-action mechanics. CAMERA: preserve momentum, then use match the reference camera. LIGHTING: photoreal motivated lighting. AUDIO: continue preserve source timing without reset. STABILITY: lock target identity, realistic anatomy, choreography, environment layout, and non-target content. End continuation-ready.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Ready-Made Presets & Quick Combos,1.0,False
37,Animated-to-Photoreal — Stability First,"ACTION: perform the reference motion with physically believable live-action mechanics. CAMERA: match the reference camera with small amplitude and a long settle. LIGHTING: photoreal motivated lighting. AUDIO: preserve source timing at restrained level. STABILITY: lock target identity, realistic anatomy, choreography, environment layout, and non-target content; no extra action or reframe. Final 2 seconds stable.","identity drift, anatomy drift, outfit morphing, hair morphing, pose reset, prop teleporting, left-right reversal, camera jitter, flicker, text, watermark",H3 | Ready-Made Presets & Quick Combos,1.0,False
38,Animated-to-Photoreal Motion,Preserve the animated reference choreography and timing while rendering physically believable photoreal live action; do not copy illustrated rendering.,"reference role confusion, duplicate subject, identity drift, target leakage, background replacement, missing props, unwanted style transfer, text, watermark",H3 | Full Reference Snippets,1.0,False
39,Ankle Boots,"Dress <Subject 1> in ankle boots, with matched left and right construction, believable materials, secure fit, and stable sole and heel geometry.","low quality, blurry, malformed feet, extra toes, fused footwear, mismatched shoes, warped heels, broken soles, floating shoes, changing footwear, text, watermark",Accessories Footwear | Boots,1.0,False
40,Ankle Chain,"Add ankle chain to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Fashion beauty styling only; keep placement clean, subtle, and non-explicit.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Body Jewelry | Body Jewelry,1.0,False
41,Ankle-Strap Block Heels,"Dress <Subject 1> in ankle-strap block heels, with matched left and right construction, believable materials, secure fit, and stable sole and heel geometry.","low quality, blurry, malformed feet, extra toes, fused footwear, mismatched shoes, warped heels, broken soles, floating shoes, changing footwear, text, watermark",Accessories Footwear | Heels Pumps Stilettos,1.0,False
42,Ankle-Strap Kitten Heels,"Dress <Subject 1> in ankle-strap kitten heels, with matched left and right construction, believable materials, secure fit, and stable sole and heel geometry.","low quality, blurry, malformed feet, extra toes, fused footwear, mismatched shoes, warped heels, broken soles, floating shoes, changing footwear, text, watermark",Accessories Footwear | Heels Pumps Stilettos,1.0,False
43,Ankle-Strap Kitten Heels,"H3-safe video styling: Dress <Subject 1> in ankle-strap kitten heels, with matched left and right construction, believable materials, secure fit, and stable sole and heel geometry. Prefer a simple readable silhouette, secure attachment, restrained motion, and consistent placement across every frame.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Safe | Accessories,1.0,False
44,Ankle-Strap Pumps,"Dress <Subject 1> in ankle-strap pumps, with matched left and right construction, believable materials, secure fit, and stable sole and heel geometry.","low quality, blurry, malformed feet, extra toes, fused footwear, mismatched shoes, warped heels, broken soles, floating shoes, changing footwear, text, watermark",Accessories Footwear | Heels Pumps Stilettos,1.0,False
45,Ankle-Strap Stiletto Heels,"Dress <Subject 1> in ankle-strap stiletto heels, with matched left and right construction, believable materials, secure fit, and stable sole and heel geometry.","low quality, blurry, malformed feet, extra toes, fused footwear, mismatched shoes, warped heels, broken soles, floating shoes, changing footwear, text, watermark",Accessories Footwear | Heels Pumps Stilettos,1.0,False
46,Appliqué Embellished Surface,"Render the selected garment in appliqué embellished surface, with realistic fabric weight, surface response, seams, folds, and consistent finish.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Materials Fabrics Finishes | Embellished Surfaces,1.0,False
47,Appliqué Motif,"Apply appliqué motif to the selected garment with controlled scale, aligned seams, continuous motif placement, and no texture swimming.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Patterns Prints | Patterns and Prints,1.0,False
48,Appliqué Textured Finish,"Render the selected garment in appliqué textured finish, with realistic fabric weight, surface response, seams, folds, and consistent finish.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Materials Fabrics Finishes | Embellished Surfaces,1.0,False
49,Appliqué Trim,"Construct the selected garment with appliqué trim, keeping the feature symmetrical, functional, securely attached, and consistent across frames.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Straps Closures Trim | Trim,1.0,False
50,Appliqué Trimmed Surface,"Render the selected garment in appliqué trimmed surface, with realistic fabric weight, surface response, seams, folds, and consistent finish.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Materials Fabrics Finishes | Embellished Surfaces,1.0,False
51,Appliqué Trimmed Surface,"H3-safe video styling: Render the selected garment in appliqué trimmed surface, with realistic fabric weight, surface response, seams, folds, and consistent finish. Prefer a simple readable silhouette, secure attachment, restrained motion, and consistent placement across every frame.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Safe | Materials Colors Details,1.0,False
52,Arc Left,"Arc gently around the subject toward camera-left, preserving distance and a steady horizon.","camera jitter, accidental reframing, sudden cut, warped perspective, subject drift, focus hunting, rolling shutter, text, watermark",H3 | Camera Moves,1.0,False
53,Arc Right,"Arc gently around the subject toward camera-right, preserving distance and a steady horizon.","camera jitter, accidental reframing, sudden cut, warped perspective, subject drift, focus hunting, rolling shutter, text, watermark",H3 | Camera Moves,1.0,False
54,Arched Bangs with Bob,"Give <Subject 1> arched bangs with bob; define the silhouette, parting, texture, and finish clearly, and preserve the identical hairstyle across every frame.","low quality, blurry, changing hairstyle, changing hair length, changing hair color, floating hair, fused braids, broken hairline, duplicated bun, unstable parting, face occlusion, text, watermark",Hairstyles | Bangs and Fringe,1.0,False
55,Arched Bangs with Lob,"Give <Subject 1> arched bangs with lob; define the silhouette, parting, texture, and finish clearly, and preserve the identical hairstyle across every frame.","low quality, blurry, changing hairstyle, changing hair length, changing hair color, floating hair, fused braids, broken hairline, duplicated bun, unstable parting, face occlusion, text, watermark",Hairstyles | Bangs and Fringe,1.0,False
56,Arched Bangs with Lob,"H3-safe video styling: Give <Subject 1> arched bangs with lob; define the silhouette, parting, texture, and finish clearly, and preserve the identical hairstyle across every frame. Prefer a simple readable silhouette, secure attachment, restrained motion, and consistent placement across every frame.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Safe | Hair,1.0,False
57,Arched Bangs with Long Hair,"Give <Subject 1> arched bangs with long hair; define the silhouette, parting, texture, and finish clearly, and preserve the identical hairstyle across every frame.","low quality, blurry, changing hairstyle, changing hair length, changing hair color, floating hair, fused braids, broken hairline, duplicated bun, unstable parting, face occlusion, text, watermark",Hairstyles | Bangs and Fringe,1.0,False
58,Arched Brow Look,"Apply a arched brow look beauty look to <Subject 1>, with clean blending, balanced placement, realistic cosmetic texture, and frame-to-frame facial consistency.","low quality, blurry, smeared makeup, changing makeup, asymmetrical eyeliner, uneven brows, distorted lips, misplaced glitter, plastic skin, facial artifacts, text, watermark",Makeup | Brows,1.0,False
59,Arched Brow Look,"H3-safe video styling: Apply a arched brow look beauty look to <Subject 1>, with clean blending, balanced placement, realistic cosmetic texture, and frame-to-frame facial consistency. Prefer a simple readable silhouette, secure attachment, restrained motion, and consistent placement across every frame.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Safe | Makeup and Nails,1.0,False
60,Arched Fringe with Bun,"Give <Subject 1> arched fringe with bun; define the silhouette, parting, texture, and finish clearly, and preserve the identical hairstyle across every frame.","low quality, blurry, changing hairstyle, changing hair length, changing hair color, floating hair, fused braids, broken hairline, duplicated bun, unstable parting, face occlusion, text, watermark",Hairstyles | Bangs and Fringe,1.0,False
61,Arched Fringe with Ponytail,"Give <Subject 1> arched fringe with ponytail; define the silhouette, parting, texture, and finish clearly, and preserve the identical hairstyle across every frame.","low quality, blurry, changing hairstyle, changing hair length, changing hair color, floating hair, fused braids, broken hairline, duplicated bun, unstable parting, face occlusion, text, watermark",Hairstyles | Bangs and Fringe,1.0,False
62,Arched Fringe with Shag,"Give <Subject 1> arched fringe with shag; define the silhouette, parting, texture, and finish clearly, and preserve the identical hairstyle across every frame.","low quality, blurry, changing hairstyle, changing hair length, changing hair color, floating hair, fused braids, broken hairline, duplicated bun, unstable parting, face occlusion, text, watermark",Hairstyles | Bangs and Fringe,1.0,False
63,Art Deco Geometric,"Apply art deco geometric to the selected garment with controlled scale, aligned seams, continuous motif placement, and no texture swimming.","low quality, blurry, malformed anatomy, distorted face, bad hands, extra fingers, text, watermark, logo, duplicated garments, merged clothing, broken fasteners, incorrect seams, random outfit changes, inconsistent material, unstable fit",Patterns Prints | Patterns and Prints,1.0,False
64,Art-Deco Bangle,"Add art-deco bangle to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Bracelets Bangles Cuffs,1.0,False
65,Art-Deco Barrette,"Add art-deco barrette to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Hair Accessories | Clips Pins Combs,1.0,False
66,Art-Deco Bracelet,"Add art-deco bracelet to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Bracelets Bangles Cuffs,1.0,False
67,Art-Deco Bracelet,"H3-safe video styling: Add art-deco bracelet to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Prefer a simple readable silhouette, secure attachment, restrained motion, and consistent placement across every frame.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Safe | Accessories,1.0,False
68,Art-Deco Brooch,"Add art-deco brooch to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Rings Anklets Brooches Body Chains,1.0,False
69,Art-Deco Brooch,"H3-safe video styling: Add art-deco brooch to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Prefer a simple readable silhouette, secure attachment, restrained motion, and consistent placement across every frame.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Safe | Accessories,1.0,False
70,Art-Deco Chandelier Earrings,"Add art-deco chandelier earrings to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Earrings,1.0,False
71,Art-Deco Drop Earrings,"Add art-deco drop earrings to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Earrings,1.0,False
72,Art-Deco Drop Earrings,"H3-safe video styling: Add art-deco drop earrings to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot. Prefer a simple readable silhouette, secure attachment, restrained motion, and consistent placement across every frame.","flicker, temporal inconsistency, outfit morphing, changing color, changing hairstyle, changing accessories, loose parts teleporting, unstable anatomy, extra limbs, duplicated hands, warped fingers, identity drift, camera jitter, text, watermark",H3 Safe | Accessories,1.0,False
73,Art-Deco Ear Cuffs,"Add art-deco ear cuffs to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Earrings,1.0,False
74,Art-Deco Hair Clip,"Add art-deco hair clip to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Hair Accessories | Clips Pins Combs,1.0,False
75,Art-Deco Hair Pin Set,"Add art-deco hair pin set to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Hair Accessories | Clips Pins Combs,1.0,False
76,Art-Deco Hoop Earrings,"Add art-deco hoop earrings to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Earrings,1.0,False
77,Art-Deco Huggie Earrings,"Add art-deco huggie earrings to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Accessories Jewelry | Earrings,1.0,False
78,Art-Deco Side Comb,"Add art-deco side comb to <Subject 1>'s fashion styling; preserve exact placement, scale, material, clasp, and hardware throughout the shot.","low quality, blurry, malformed anatomy, bad hands, extra fingers, text, watermark, floating accessory, duplicated accessory, fused jewelry, broken clasp, warped hardware, changing accessory, incorrect placement",Hair Accessories | Clips Pins Combs,1.0,False
