name,category,prompt,negative_prompt
dragon-drawn carriage — Heroic,Fantasy vehicles,"a heroic dragon-drawn carriage, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
tiny shoulder dragon — Heroic,Fantasy companions,"a heroic tiny shoulder dragon, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
crystal-scaled dragon — Heroic,Dragons,"a heroic crystal-scaled dragon, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
snow griffin — Heroic,Griffins,"a heroic snow griffin, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
solar phoenix — Heroic,Phoenixes,"a heroic solar phoenix, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
forest unicorn — Heroic,Unicorns,"a heroic forest unicorn, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
high elf scholar — Heroic,Elves,"a heroic high elf scholar, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
dwarf mountain sentinel — Heroic,Dwarves,"a heroic dwarf mountain sentinel, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
orc scout — Heroic,Orcs,"a heroic orc scout, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
goblin merchant — Heroic,Goblins,"a heroic goblin merchant, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mushroom fae — Heroic,Fae,"a heroic mushroom fae, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
deep-sea merfolk oracle — Heroic,Merfolk,"a heroic deep-sea merfolk oracle, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cloud giant — Heroic,Giants,"a heroic cloud giant, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
weather wizard — Heroic,Wizards,"a heroic weather wizard, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
storm witch — Heroic,Witches,"a heroic storm witch, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
rune knight — Heroic,Knights,"a heroic rune knight, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bone oracle — Heroic,Necromancers,"a heroic bone oracle, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
living crystal armour — Heroic,Enchanted armour,"a heroic living crystal armour, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
crystal stag — Heroic,Magical creatures,"a heroic crystal stag, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
manticore — Heroic,Mythical beasts,"a heroic manticore, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
walking lantern — Heroic,Living objects,"a heroic walking lantern, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
rune-powered airship — Heroic,Fantasy vehicles,"a heroic rune-powered airship, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
floating familiar orb — Heroic,Fantasy companions,"a heroic floating familiar orb, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
storm dragon — Heroic,Dragons,"a heroic storm dragon, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
storm griffin — Heroic,Griffins,"a heroic storm griffin, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
moonlit phoenix — Heroic,Phoenixes,"a heroic moonlit phoenix, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
celestial unicorn — Heroic,Unicorns,"a heroic celestial unicorn, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
moon elf guardian — Heroic,Elves,"a heroic moon elf guardian, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
dwarf explorer — Heroic,Dwarves,"a heroic dwarf explorer, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
orc shaman — Heroic,Orcs,"a heroic orc shaman, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
goblin cave guide — Heroic,Goblins,"a heroic goblin cave guide, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
winter fae — Heroic,Fae,"a heroic winter fae, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
river merfolk scout — Heroic,Merfolk,"a heroic river merfolk scout, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
frost giant — Heroic,Giants,"a heroic frost giant, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
rune wizard — Heroic,Wizards,"a heroic rune wizard, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
forest witch — Heroic,Witches,"a heroic forest witch, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
moon knight — Heroic,Knights,"a heroic moon knight, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
spectral necromancer — Heroic,Necromancers,"a heroic spectral necromancer, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
rune-bound armour — Heroic,Enchanted armour,"a heroic rune-bound armour, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cloud fox — Heroic,Magical creatures,"a heroic cloud fox, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
basilisk — Heroic,Mythical beasts,"a heroic basilisk, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
enchanted clock — Heroic,Living objects,"a heroic enchanted clock, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
crystal sailing vessel — Heroic,Fantasy vehicles,"a heroic crystal sailing vessel, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
rune-marked wolf companion — Heroic,Fantasy companions,"a heroic rune-marked wolf companion, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
forest dragon — Heroic,Dragons,"a heroic forest dragon, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
forest griffin — Heroic,Griffins,"a heroic forest griffin, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
frost phoenix — Heroic,Phoenixes,"a heroic frost phoenix, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
desert unicorn — Heroic,Unicorns,"a heroic desert unicorn, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
desert elf scout — Heroic,Elves,"a heroic desert elf scout, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
dwarf engineer — Heroic,Dwarves,"a heroic dwarf engineer, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
orc blacksmith — Heroic,Orcs,"a heroic orc blacksmith, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
goblin alchemist — Heroic,Goblins,"a heroic goblin alchemist, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
river fae — Heroic,Fae,"a heroic river fae, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
pearl merfolk noble — Heroic,Merfolk,"a heroic pearl merfolk noble, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
forest giant — Heroic,Giants,"a heroic forest giant, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
wandering wizard — Heroic,Wizards,"a heroic wandering wizard, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
astral witch — Heroic,Witches,"a heroic astral witch, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
thorn knight — Heroic,Knights,"a heroic thorn knight, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
crypt scholar — Heroic,Necromancers,"a heroic crypt scholar, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
vine-covered guardian armour — Heroic,Enchanted armour,"a heroic vine-covered guardian armour, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ember salamander — Heroic,Magical creatures,"a heroic ember salamander, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
hippogriff — Heroic,Mythical beasts,"a heroic hippogriff, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
talking mirror — Heroic,Living objects,"a heroic talking mirror, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
walking forest wagon — Heroic,Fantasy vehicles,"a heroic walking forest wagon, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
clockwork owl companion — Heroic,Fantasy companions,"a heroic clockwork owl companion, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
moon dragon — Heroic,Dragons,"a heroic moon dragon, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
royal griffin — Heroic,Griffins,"a heroic royal griffin, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
verdant phoenix — Heroic,Phoenixes,"a heroic verdant phoenix, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
armoured unicorn — Heroic,Unicorns,"a heroic armoured unicorn, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
sea elf navigator — Heroic,Elves,"a heroic sea elf navigator, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
dwarf shield bearer — Heroic,Dwarves,"a heroic dwarf shield bearer, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
orc guardian — Heroic,Orcs,"a heroic orc guardian, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
goblin rider — Heroic,Goblins,"a heroic goblin rider, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
twilight fae — Heroic,Fae,"a heroic twilight fae, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
kelp merfolk healer — Heroic,Merfolk,"a heroic kelp merfolk healer, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
desert giant — Heroic,Giants,"a heroic desert giant, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
library wizard — Heroic,Wizards,"a heroic library wizard, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
desert witch — Heroic,Witches,"a heroic desert witch, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
crystal knight — Heroic,Knights,"a heroic crystal knight, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
undead summoner — Heroic,Necromancers,"a heroic undead summoner, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
floating ceremonial armour — Heroic,Enchanted armour,"a heroic floating ceremonial armour, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
moss-covered guardian beast — Heroic,Magical creatures,"a heroic moss-covered guardian beast, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
questing beast — Heroic,Mythical beasts,"a heroic questing beast, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
wandering teapot — Heroic,Living objects,"a heroic wandering teapot, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
moonlit sky gondola — Heroic,Fantasy vehicles,"a heroic moonlit sky gondola, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
miniature griffin companion — Heroic,Fantasy companions,"a heroic miniature griffin companion, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
sea dragon — Heroic,Dragons,"a heroic sea dragon, clearly defined fantasy design, readable silhouette and richly considered materials","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ancient mountain dragon — Mystical,Dragons,"a mystical ancient mountain dragon with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
golden griffin — Mystical,Griffins,"a mystical golden griffin with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ember phoenix — Mystical,Phoenixes,"a mystical ember phoenix with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
silver unicorn — Mystical,Unicorns,"a mystical silver unicorn with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
wood elf ranger — Mystical,Elves,"a mystical wood elf ranger with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
dwarf runesmith — Mystical,Dwarves,"a mystical dwarf runesmith with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
orc chieftain — Mystical,Orcs,"a mystical orc chieftain with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
goblin tinkerer — Mystical,Goblins,"a mystical goblin tinkerer with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
flower fae — Mystical,Fae,"a mystical flower fae with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
coral merfolk guardian — Mystical,Merfolk,"a mystical coral merfolk guardian with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
stone giant — Mystical,Giants,"a mystical stone giant with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
star wizard — Mystical,Wizards,"a mystical star wizard with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
hedge witch — Mystical,Witches,"a mystical hedge witch with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
dragon knight — Mystical,Knights,"a mystical dragon knight with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
graveyard necromancer — Mystical,Necromancers,"a mystical graveyard necromancer with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
empty enchanted plate armour — Mystical,Enchanted armour,"a mystical empty enchanted plate armour with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
moon rabbit spirit — Mystical,Magical creatures,"a mystical moon rabbit spirit with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
chimera — Mystical,Mythical beasts,"a mystical chimera with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
living spellbook — Mystical,Living objects,"a mystical living spellbook with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
dragon-drawn carriage — Mystical,Fantasy vehicles,"a mystical dragon-drawn carriage with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
tiny shoulder dragon — Mystical,Fantasy companions,"a mystical tiny shoulder dragon with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
crystal-scaled dragon — Mystical,Dragons,"a mystical crystal-scaled dragon with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
snow griffin — Mystical,Griffins,"a mystical snow griffin with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
solar phoenix — Mystical,Phoenixes,"a mystical solar phoenix with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
forest unicorn — Mystical,Unicorns,"a mystical forest unicorn with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
high elf scholar — Mystical,Elves,"a mystical high elf scholar with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
dwarf mountain sentinel — Mystical,Dwarves,"a mystical dwarf mountain sentinel with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
orc scout — Mystical,Orcs,"a mystical orc scout with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
goblin merchant — Mystical,Goblins,"a mystical goblin merchant with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mushroom fae — Mystical,Fae,"a mystical mushroom fae with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
deep-sea merfolk oracle — Mystical,Merfolk,"a mystical deep-sea merfolk oracle with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cloud giant — Mystical,Giants,"a mystical cloud giant with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
weather wizard — Mystical,Wizards,"a mystical weather wizard with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
storm witch — Mystical,Witches,"a mystical storm witch with subtle magical energy, distinctive features and coherent fantasy anatomy","wrong fantasy subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
