name,category,prompt,negative_prompt
Animal / African buffalo — Clear Identity,Animals / African wildlife,"a African buffalo as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Bengal tiger — Clear Identity,Animals / Big cats,"a Bengal tiger as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / red wolf — Clear Identity,Animals / Wild canines,"a red wolf as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / grizzly bear — Clear Identity,Animals / Bears,"a grizzly bear as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / chimpanzee — Clear Identity,Animals / Primates,"a chimpanzee as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / elk — Clear Identity,Animals / Hoofed animals,"a elk as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / eastern grey kangaroo — Clear Identity,Animals / Australian wildlife,"a eastern grey kangaroo as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Highland cattle — Clear Identity,Animals / Farm animals,"a Highland cattle as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / German shepherd — Clear Identity,Animals / Domestic pets,"a German shepherd as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / flamingo — Clear Identity,Animals / Birds,"a flamingo as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / golden eagle — Clear Identity,Animals / Birds of prey,"a golden eagle as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / American alligator — Clear Identity,Animals / Reptiles,"a American alligator as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / poison dart frog — Clear Identity,Animals / Amphibians,"a poison dart frog as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / humpback whale — Clear Identity,Animals / Marine mammals,"a humpback whale as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / tiger shark — Clear Identity,Animals / Sharks and rays,"a tiger shark as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / blue tang — Clear Identity,Animals / Fish,"a blue tang as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / blue morpho butterfly — Clear Identity,Animals / Insects,"a blue morpho butterfly as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / orb-weaver spider — Clear Identity,Animals / Arachnids,"a orb-weaver spider as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Triceratops — Clear Identity,Animals / Prehistoric animals,"a Triceratops as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / black rhinoceros — Clear Identity,Animals / African wildlife,"a black rhinoceros as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Siberian tiger — Clear Identity,Animals / Big cats,"a Siberian tiger as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / African wild dog — Clear Identity,Animals / Wild canines,"a African wild dog as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / polar bear — Clear Identity,Animals / Bears,"a polar bear as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / bonobo — Clear Identity,Animals / Primates,"a bonobo as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / red deer — Clear Identity,Animals / Hoofed animals,"a red deer as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / koala — Clear Identity,Animals / Australian wildlife,"a koala as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / domestic pig — Clear Identity,Animals / Farm animals,"a domestic pig as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / border collie — Clear Identity,Animals / Domestic pets,"a border collie as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / scarlet macaw — Clear Identity,Animals / Birds,"a scarlet macaw as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / wedge-tailed eagle — Clear Identity,Animals / Birds of prey,"a wedge-tailed eagle as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Komodo dragon — Clear Identity,Animals / Reptiles,"a Komodo dragon as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / axolotl — Clear Identity,Animals / Amphibians,"a axolotl as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / orca — Clear Identity,Animals / Marine mammals,"a orca as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / hammerhead shark — Clear Identity,Animals / Sharks and rays,"a hammerhead shark as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / lionfish — Clear Identity,Animals / Fish,"a lionfish as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Atlas moth — Clear Identity,Animals / Insects,"a Atlas moth as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / jumping spider — Clear Identity,Animals / Arachnids,"a jumping spider as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Stegosaurus — Clear Identity,Animals / Prehistoric animals,"a Stegosaurus as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / white rhinoceros — Clear Identity,Animals / African wildlife,"a white rhinoceros as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / leopard — Clear Identity,Animals / Big cats,"a leopard as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / dingo — Clear Identity,Animals / Wild canines,"a dingo as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / American black bear — Clear Identity,Animals / Bears,"a American black bear as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / orangutan — Clear Identity,Animals / Primates,"a orangutan as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / reindeer — Clear Identity,Animals / Hoofed animals,"a reindeer as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / common wombat — Clear Identity,Animals / Australian wildlife,"a common wombat as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Merino sheep — Clear Identity,Animals / Farm animals,"a Merino sheep as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / French bulldog — Clear Identity,Animals / Domestic pets,"a French bulldog as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / sulphur-crested cockatoo — Clear Identity,Animals / Birds,"a sulphur-crested cockatoo as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / peregrine falcon — Clear Identity,Animals / Birds of prey,"a peregrine falcon as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / green iguana — Clear Identity,Animals / Reptiles,"a green iguana as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / tiger salamander — Clear Identity,Animals / Amphibians,"a tiger salamander as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / beluga whale — Clear Identity,Animals / Marine mammals,"a beluga whale as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / whale shark — Clear Identity,Animals / Sharks and rays,"a whale shark as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / seahorse — Clear Identity,Animals / Fish,"a seahorse as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / luna moth — Clear Identity,Animals / Insects,"a luna moth as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / golden silk orb-weaver — Clear Identity,Animals / Arachnids,"a golden silk orb-weaver as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Velociraptor — Clear Identity,Animals / Prehistoric animals,"a Velociraptor as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / giraffe — Clear Identity,Animals / African wildlife,"a giraffe as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / snow leopard — Clear Identity,Animals / Big cats,"a snow leopard as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / red fox — Clear Identity,Animals / Wild canines,"a red fox as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Asian black bear — Clear Identity,Animals / Bears,"a Asian black bear as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / mandrill — Clear Identity,Animals / Primates,"a mandrill as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / roe deer — Clear Identity,Animals / Hoofed animals,"a roe deer as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Tasmanian devil — Clear Identity,Animals / Australian wildlife,"a Tasmanian devil as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / domestic goat — Clear Identity,Animals / Farm animals,"a domestic goat as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / greyhound — Clear Identity,Animals / Domestic pets,"a greyhound as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / king penguin — Clear Identity,Animals / Birds,"a king penguin as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / gyrfalcon — Clear Identity,Animals / Birds of prey,"a gyrfalcon as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / veiled chameleon — Clear Identity,Animals / Reptiles,"a veiled chameleon as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Japanese giant salamander — Clear Identity,Animals / Amphibians,"a Japanese giant salamander as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / narwhal — Clear Identity,Animals / Marine mammals,"a narwhal as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / mako shark — Clear Identity,Animals / Sharks and rays,"a mako shark as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / arowana — Clear Identity,Animals / Fish,"a arowana as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / praying mantis — Clear Identity,Animals / Insects,"a praying mantis as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / tarantula — Clear Identity,Animals / Arachnids,"a tarantula as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Brachiosaurus — Clear Identity,Animals / Prehistoric animals,"a Brachiosaurus as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / common hippopotamus — Clear Identity,Animals / African wildlife,"a common hippopotamus as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / jaguar — Clear Identity,Animals / Big cats,"a jaguar as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / arctic fox — Clear Identity,Animals / Wild canines,"a arctic fox as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / sun bear — Clear Identity,Animals / Bears,"a sun bear as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / gelada — Clear Identity,Animals / Primates,"a gelada as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / musk ox — Clear Identity,Animals / Hoofed animals,"a musk ox as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / short-beaked echidna — Clear Identity,Animals / Australian wildlife,"a short-beaked echidna as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / chicken — Clear Identity,Animals / Farm animals,"a chicken as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Siberian husky — Clear Identity,Animals / Domestic pets,"a Siberian husky as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Atlantic puffin — Clear Identity,Animals / Birds,"a Atlantic puffin as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / red-tailed hawk — Clear Identity,Animals / Birds of prey,"a red-tailed hawk as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / frilled lizard — Clear Identity,Animals / Reptiles,"a frilled lizard as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / fire salamander — Clear Identity,Animals / Amphibians,"a fire salamander as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / bottlenose dolphin — Clear Identity,Animals / Marine mammals,"a bottlenose dolphin as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / bull shark — Clear Identity,Animals / Sharks and rays,"a bull shark as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Siamese fighting fish — Clear Identity,Animals / Fish,"a Siamese fighting fish as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / stag beetle — Clear Identity,Animals / Insects,"a stag beetle as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / wolf spider — Clear Identity,Animals / Arachnids,"a wolf spider as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Spinosaurus — Clear Identity,Animals / Prehistoric animals,"a Spinosaurus as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / plains zebra — Clear Identity,Animals / African wildlife,"a plains zebra as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / cheetah — Clear Identity,Animals / Big cats,"a cheetah as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / fennec fox — Clear Identity,Animals / Wild canines,"a fennec fox as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / sloth bear — Clear Identity,Animals / Bears,"a sloth bear as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / ring-tailed lemur — Clear Identity,Animals / Primates,"a ring-tailed lemur as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / American bison — Clear Identity,Animals / Hoofed animals,"a American bison as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / platypus — Clear Identity,Animals / Australian wildlife,"a platypus as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / domestic turkey — Clear Identity,Animals / Farm animals,"a domestic turkey as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Australian shepherd — Clear Identity,Animals / Domestic pets,"a Australian shepherd as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / great blue heron — Clear Identity,Animals / Birds,"a great blue heron as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / osprey — Clear Identity,Animals / Birds of prey,"a osprey as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / green sea turtle — Clear Identity,Animals / Reptiles,"a green sea turtle as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / glass frog — Clear Identity,Animals / Amphibians,"a glass frog as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / dugong — Clear Identity,Animals / Marine mammals,"a dugong as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / nurse shark — Clear Identity,Animals / Sharks and rays,"a nurse shark as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Atlantic salmon — Clear Identity,Animals / Fish,"a Atlantic salmon as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / rhinoceros beetle — Clear Identity,Animals / Insects,"a rhinoceros beetle as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / emperor scorpion — Clear Identity,Animals / Arachnids,"a emperor scorpion as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / Ankylosaurus — Clear Identity,Animals / Prehistoric animals,"a Ankylosaurus as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / wildebeest — Clear Identity,Animals / African wildlife,"a wildebeest as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Animal / cougar — Clear Identity,Animals / Big cats,"a cougar as the clearly recognisable central animal subject, species-accurate proportions and defining features","wrong animal, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
